License Number,Facility Name,Street Address,City,Parish,Facility Phone Number,License Capacity,License Type,License Status,Age Range,Operation Days,Director,Director Designee
50760,Wanda B Bowser,3414 La Highway 642,Paulina,ST. JAMES,9853796146,6,Family Home ,Open,00 Y To 12 Y,Monday From: 15:35 To: 06:30 / Tuesday From: 15:35 To: 06:30 / Wednesday From: 15:35 To: 06:30 / Thursday From: 15:35 To: 06:30 / Friday From: 15:35 To: 06:30 / Saturday From: 05:30 To: 12:00 / Sunday From: 05:30 To: 12:00,,
50761,Mechelle Lockhart,89 Charles D Jones Blvd,Lake Providence,EAST CARROLL,3185525111,6,Family Home ,Open,00 Y To 12 Y,Monday From: 06:00 To: 06:00 / Tuesday From: 06:00 To: 06:00 / Wednesday From: 06:00 To: 06:00 / Thursday From: 06:00 To: 06:00 / Friday From: 06:00 To: 06:00 / Saturday From: 06:00 To: 06:00 / Sunday From: 06:00 To: 06:00,,
50776,Penny Stearns,1418 SOUTHPORT BLVD,New Iberia,IBERIA,3375797103,6,Family Home ,Open,6 W To 12 Y,Sunday From: 00:00 To: 23:59 / Monday From: 00:00 To: 23:59 / Tuesday From: 00:00 To: 23:59 / Wednesday From: 00:00 To: 23:59 / Thursday From: 00:00 To: 23:59 / Friday From: 00:00 To: 23:59 / Saturday From: 00:00 To: 23:59,,
50809,Yolsheka Fisher Smith,705 Martin Luther King Dr,Jonesville,CATAHOULA,3183396735,6,Family Home ,Open,06 W To 12 Y,Monday From: 00:00 To: 23:00 / Tuesday From: 00:00 To: 23:00 / Wednesday From: 00:00 To: 23:00 / Thursday From: 00:00 To: 23:00 / Friday From: 00:00 To: 23:00 / Saturday From: 00:00 To: 23:00 / Sunday From: 00:00 To: 23:00,,
50841,Mini Miracles Childcare,148 Croydon Ave,Baton Rouge,EAST BATON ROUGE,2253498913,40,Type II ,Open,12 M To 16 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Crystal Matthews,
50842,3 Sisters Academy II,120 E St,Belle Chasse,PLAQUEMINES,5043919881,59,Type III ,Open,6 W To 17 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Romell Cureaux,Rochelle Cureaux
50843,Busy Bees Learning Center,3191 Plank Rd,Baton Rouge,EAST BATON ROUGE,2252505440,18,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Nicole Alex,Arnitra Thomas
50844,"Stella Learning Center, Inc.",310 S Hollywood Rd,Houma,TERREBONNE,9858682671,67,Type III ,Open,6 W To 6 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Daisy Alviar; Daisy Alviar,Hannah Adams; Tammy Degruise; Hannah Adams; Tammy Degruise
50855,Kids R Us Christian Center,1111 Tj Simpson Loop Unit 134B,Oakdale,ALLEN,3182158147,24,Type III ,Open,12 M To 13 Y,Monday From: 07:00 To: 18:00 / Tuesday From: 07:00 To: 18:00 / Wednesday From: 07:00 To: 18:00 / Thursday From: 07:00 To: 18:00 / Friday From: 07:00 To: 23:59 / Saturday From: 00:00 To: 23:59,Reva Christian; Vergie Christian,
50866,Building Blocks Learning Center of Sulphur,5255 Highway 27 South,Sulphur,CALCASIEU,3375838687,91,Type III ,Open,4 W To 15 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Patricia Luent,Tonya Freeman
50869,Jennifer Cushenberry,300 Fairview Dr,La Place,ST. JOHN,9852242077,6,Family Home ,Open,00 W To 12 Y,Monday From: 05:00 To: 19:00 / Tuesday From: 05:00 To: 19:00 / Wednesday From: 05:00 To: 19:00 / Thursday From: 05:00 To: 19:00 / Friday From: 05:00 To: 19:00 / Saturday From: 07:00 To: 16:00,,
50883,Benjamin's Infant and Preschool Center,1124 Garfield St,Westlake,CALCASIEU,3374757677,87,Type III ,Open,6 W To 5 Y,Monday From: 04:00 To: 18:00 / Tuesday From: 04:00 To: 18:00 / Wednesday From: 04:00 To: 18:00 / Thursday From: 04:00 To: 18:00 / Friday From: 04:00 To: 18:00,Marian Benjamin,Dionne Carrier
50893,Just for Kids Daycare/Preschool #2,405 W.Canal St.,Churchpoint,ACADIA,3376840202,45,Type III ,Open,4 W To 13 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Skylar Hall,Louress Greene
50894,LSU HSC SAHP HDC EARLY LEARNING CENTER,411 S Prieur St,New Orleans,ORLEANS,5045567593,48,Type III ,Open,6 W To 4 Y,Monday From: 07:30 To: 16:30 / Tuesday From: 07:30 To: 16:30 / Wednesday From: 07:30 To: 16:30 / Thursday From: 07:30 To: 16:30 / Friday From: 07:30 To: 16:30,Kisha Petty,
50895,St. Paul the Apostle Early Head Start and Head Start,6828 Chef Menteur Hwy,New Orleans,ORLEANS,5045031234,259,Type III ,Open,6 W To 5 Y,Monday From: 08:00 To: 15:00 / Tuesday From: 08:00 To: 15:00 / Wednesday From: 08:00 To: 15:00 / Thursday From: 08:00 To: 15:00 / Friday From: 08:00 To: 15:00,Sabrina Wilson,Joanell Mejia
50896,Bright Beginnings Child Care Center,1004 Center St,Ruston,LINCOLN,3182247161,31,Type III ,Open,8 W To 4 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Molly Koonce,Tara Best
50899,Garden of Eden Christian Academy Bldg 3,3217 New Highway 51,La Place,ST. JOHN,5045441138,51,Type III ,Open,1 Y To 13 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,JoNathan Williams; Sheletta Williams; Jacoy Payne,Temples Williams
50906,Cutting The Pattern LLC,685 West Railroad Avenue,Independence,TANGIPAHOA,9856060186,22,Type III ,Open,11 M To 13 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 06:00 / Friday From: 06:00 To: 18:00,LINDA TURNER; Sharlotte Turner,
50908,Stepping Stones Daycare and Preschool,1401 Westgate Rd,Lafayette,LAFAYETTE,3374567575,84,Type II ,Open,4 W To 13 Y,Monday From: 06:30 To: 17:45 / Tuesday From: 06:30 To: 17:45 / Wednesday From: 06:30 To: 17:45 / Thursday From: 06:30 To: 17:45 / Friday From: 06:30 To: 17:45,Wendy  Wallace,Linda Tauzin
50916,South Cameron Early Learning Center,753 Oak Grove Hwy,Grand Chenier,CAMERON,3375424628,48,Type III ,Open,3 Y To 4 Y,Monday From: 07:30 To: 15:30 / Tuesday From: 07:30 To: 15:30 / Wednesday From: 07:30 To: 15:30 / Thursday From: 07:30 To: 15:30,Lindsey Fontenot,Heidi Baccigalopi
50918,Charlotte's Web PreSchool,1700 Old Spanish Trl,Slidell,ST. TAMMANY,9856418766,100,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Brianna Edwards,Megan  Holmes
50929,MCIO Head Start Bastrop,630 Collinston Rd,Bastrop,MOREHOUSE,3182834938,302,Type III ,Open,3 Y To 5 Y,Monday From: 07:30 To: 16:30 / Tuesday From: 07:30 To: 16:30 / Wednesday From: 07:30 To: 16:30 / Thursday From: 07:30 To: 16:30 / Friday From: 07:30 To: 16:30,Ethel Robinson,Paula Gray
50932,"Shirley Honore Love Center Learning Academy, LLC",5401 S Claiborne Ave,New Orleans,ORLEANS,5048610455,65,Type III ,Open,6 W To 12 Y,Monday From: 05:30 To: 21:00 / Tuesday From: 05:30 To: 21:00 / Wednesday From: 05:30 To: 21:00 / Thursday From: 05:30 To: 21:00 / Friday From: 05:30 To: 21:00,Melika Honore,
50938,Montessori Learning Center,4804 York St,Metairie,JEFFERSON,5044540555,43,Type II ,Open,12 M To 5 Y,Monday From: 7 To: 5 / Tuesday From: 7 To: 5 / Wednesday From: 7 To: 5 / Thursday From: 7 To: 5 / Friday From: 7 To: 5,Amanda Frayle; Danielle  Frayle,
50943,For My Child Learning Center,111 Westmark Blvd # 100,Lafayette,LAFAYETTE,3374841207,71,Type III ,Open,6 W To 5 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Nicole Harris,Amanda Rayes
50953,Just for Kids Daycare/Preschool #3,1405 Cajun Dr,Mamou,EVANGELINE,3374685577,36,Type III ,Open,4 W To 13 Y,Monday From: 06:30 To: 17:00 / Tuesday From: 06:30 To: 17:00 / Wednesday From: 06:30 To: 17:00 / Thursday From: 06:30 To: 17:00 / Friday From: 06:30 To: 17:00,Skylar Hall; Brenda Stenson,
50954,Kids Under Construction,205 Griffith St,Pineville,RAPIDES,3184495511,74,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Cynthia Paul,
50963,Little Learner's Preparatory Academy,430 E New River St,Gonzales,ASCENSION,2258884484,77,Type III ,Open,6 W To 15 Y,Monday From: 06:00 To: 23:55 / Tuesday From: 06:00 To: 23:55 / Wednesday From: 06:00 To: 23:55 / Thursday From: 06:00 To: 23:55 / Friday From: 06:00 To: 23:55,Torry Chatman Payne,
50968,A Chosen Generation Learning Center,6225 6th Ave,Marrero,JEFFERSON,5043141068,30,Type III ,Open,6 W To 12 Y,Monday From: 08:00 To: 17:00 / Tuesday From: 08:00 To: 17:00 / Wednesday From: 08:00 To: 17:00 / Thursday From: 08:00 To: 17:00 / Friday From: 08:00 To: 17:00,Lashawn Hampton,
50970,A Mere Childcare,1435 N Grace St,Lake Charles,CALCASIEU,3374339568,65,Type III ,Open,6 W To 12 Y,Monday From: 06:45 To: 17:15 / Tuesday From: 06:45 To: 17:15 / Wednesday From: 06:45 To: 17:15 / Thursday From: 06:45 To: 17:15 / Friday From: 06:45 To: 17:15,Capricia Botley; CAPRICIA BOTLEY,
50972,ANNIE MICHELLE COLLINS,15444 ORLEANS STREET,NATALABANY,TANGIPAHOA,9855005713,5,Family Home ,Open,6 W To 12 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,,
50981,Clark's Early Childcare And Development Center,3615 Groom Rd,Baker,EAST BATON ROUGE,2259602124,45,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:30 / Tuesday From: 06:00 To: 18:30 / Wednesday From: 06:00 To: 18:30 / Thursday From: 06:00 To: 18:30 / Friday From: 06:00 To: 18:30,Jamie  Lewis,Alexia Walker
50987,Karen L Lewis,5671 Red Maple DR,New Orleans,ORLEANS,5044059383,6,Family Home ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,,
50991,Lil People Early Learning Center,4157 N Sherwood Frst,Baton Rouge,EAST BATON ROUGE,2252726868,57,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:30 / Tuesday From: 06:00 To: 18:30 / Wednesday From: 06:00 To: 18:30 / Thursday From: 06:00 To: 18:30 / Friday From: 06:00 To: 18:30,Laricca Robinson,
51002,Little Blessings of Milton,400 West Milton Avenue,Lafayette,LAFAYETTE,3378576517,81,Type III ,Open,4 W To 14 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Sabrina Racca,
51009,Gifted Early Learning Academy,831 E Broussard Rd,Lafayette,LAFAYETTE,3377034793,176,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Alisha Leday; Maddie-Morgan Latiolais,
51010,Kids on the Way Learning Center,2665 Williamson Way,Shreveport,CADDO,3186267133,170,Type I ,Open,6 W To 11 Y,Monday From: 06:00 To: 17:30 / Tuesday From: 06:00 To: 17:30 / Wednesday From: 06:00 To: 17:30 / Thursday From: 06:00 To: 17:30 / Friday From: 06:00 To: 17:30,Felicia Richardson,
51021,Caterpillar Corner Learning Center,1445 Airline Dr,Bossier City,BOSSIER,3185847303,33,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Natoya Beaver,
51022,"Bucks & Bows Learning Center, LLC",387 Major Pkwy,New Roads,POINTE COUPEE,2256185686,108,Type III ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Julie Saizon,
51025,Juz Us Childcare of Baton Rouge,5956 Hooper Rd,Baton Rouge,EAST BATON ROUGE,2253566808,89,Type III ,Open,1 W To 13 Y,Monday From: 06:00 To: 17:30 / Tuesday From: 06:00 To: 17:30 / Wednesday From: 06:00 To: 17:30 / Thursday From: 06:00 To: 17:30 / Friday From: 06:00 To: 17:30,CAROLYN GRACE,Tia Davis
51030,Fontainebleau Children's Academy,68480 Highway 59,Mandeville,ST. TAMMANY,9852764022,90,Type III ,Open,6 W To 13 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 23:59 / Saturday From: 09:00 To: 23:59,Sara Trautman; Amanda  Warren,
51031,Tonia Bolden,12321 Grosse Isle Rd,Abbeville,VERMILION,3372559059,6,Family Home ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,,
51036,TreeTop Child Care,904 W Worthy St,Gonzales,ASCENSION,2256479911,41,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 17:30 / Tuesday From: 06:00 To: 17:30 / Wednesday From: 06:00 To: 17:30 / Thursday From: 06:00 To: 17:30 / Friday From: 06:00 To: 02:00 / Saturday From: 07:00 To: 02:30 / Sunday From: 07:00 To: 12:00,Kimberly Nash; Sabrina Washington,
51039,"Little Blessings Childcare and Preschool of Lafayette, LLC",215 Rue Louis XIV,Lafayette,LAFAYETTE,3379819469,82,Type II ,Open,6 W To 12 Y,Monday From: 06:30 To: 17:45 / Tuesday From: 06:30 To: 17:45 / Wednesday From: 06:30 To: 17:45 / Thursday From: 06:30 To: 17:45 / Friday From: 06:30 To: 17:45,Jaci Leger,
51040,Wee Care Preschool,121 West 54th Street,Cut Off,LAFOURCHE,9856324211,18,Type II ,Open,2 Y To 5 Y,Monday From: 08:00 To: 11:30 / Tuesday From: 08:00 To: 11:30 / Wednesday From: 08:00 To: 11:30 / Thursday From: 08:00 To: 11:30 / Friday From: 08:00 To: 11:30,Lacey Lafont,
51041,Broadway's Daycare,610 N Cedar St,Tallulah,MADISON,3185741133,35,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 17:00 / Tuesday From: 06:00 To: 17:00 / Wednesday From: 06:00 To: 17:00 / Thursday From: 06:00 To: 17:00 / Friday From: 06:00 To: 17:00,Debbie Broadway,
51048,Visitation of Our Lady Church and School,3520 Ames Blvd,Marrero,JEFFERSON,5043473042,48,Type I ,Open,1 Y To 3 Y,Monday From: 07:30 To: 15:30 / Tuesday From: 07:30 To: 15:30 / Wednesday From: 07:30 To: 15:30 / Thursday From: 07:30 To: 15:30 / Friday From: 07:30 To: 15:30,Amanda Cooper,
51056,Lifechurch.LA Preschool North,2106 Farmerville Hwy Ste C,Ruston,LINCOLN,3182540450,40,Type III ,Open,6 W To 12 Y,Monday From: 07:00 To: 17:30 / Tuesday From: 07:00 To: 17:30 / Wednesday From: 07:00 To: 17:30 / Thursday From: 07:00 To: 17:30 / Friday From: 07:00 To: 17:30,Heather Dixon,
51059,The Honor Roll Preschool Inc,1280 S Bernard Rd,Broussard,LAFAYETTE,3378372500,132,Type III ,Open,6 W To 16 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Kelly Enkey,
51064,"Kid's Place Childcare, Inc.",1776 Heard Rd,Lake Charles,CALCASIEU,3378556737,53,Type II ,Open,2 Y To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Heather Fazende,
51065,Iberville MSA East Early Childhood,1400 Gordon Simon Leblanc Dr,Saint Gabriel,IBERVILLE,2252380150,25,Type III ,Open,2 Y To 4 Y,Monday From: 07:30 To: 14:45 / Tuesday From: 07:30 To: 14:45 / Wednesday From: 07:30 To: 14:45 / Thursday From: 07:30 To: 14:45 / Friday From: 07:30 To: 14:45,Mary   Washington; Amanda Austin,Amanda Voorhies
51068,Lafourche Learning Academy,1001 E 12th St,Thibodaux,LAFOURCHE,9854921800,40,Type II ,Open,6 W To 9 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Bonnie Smith,Marsha Stevens
51073,Heavenly Care Child Development Center 3,5512 Hideaway Dr,Alexandria,RAPIDES,3184271661,34,Type III ,Open,6 W To 16 Y,Monday From: 06:00 To: 17:30 / Tuesday From: 06:00 To: 17:30 / Wednesday From: 06:00 To: 17:30 / Thursday From: 06:00 To: 17:30 / Friday From: 06:00 To: 17:30,Latoya Brown; Tessa Franklin,Ashley Mckinney; Summer Montgomery
51075,St. Mark's Cathedral School,2785 Fairfield Ave,Shreveport,CADDO,3182264050,44,Type I ,Open,2 Y To 3 Y,Monday From: 07:30 To: 17:30 / Tuesday From: 07:30 To: 17:30 / Wednesday From: 07:30 To: 17:30 / Thursday From: 07:30 To: 17:30 / Friday From: 07:30 To: 17:30,Kristen Dennis,
51085,Kiddie City Day Camp,1357 Airline Dr,Bossier City,BOSSIER,3185847179,56,Type II ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Jeannine  Williams; Margo Dickerson,
51090,Jazzie's Learning Academy,216 Bengal Rd,River Ridge,JEFFERSON,5044650100,69,Type III ,Open,6 W To 18 Y,Monday From: 06:00 To: 18:30 / Tuesday From: 06:00 To: 18:30 / Wednesday From: 06:00 To: 18:30 / Thursday From: 06:00 To: 18:30 / Friday From: 06:00 To: 18:30,Dionne Bates; Renwick  Knighton Jr,Channell Robinson; Karla Monroy
51094,Loving Minds Learning Center (Home Daycare),3309 Delambert St # 7,Chalmette,ST. BERNARD,5049311759,6,Family Home ,Open,00 W To 12 Y,Monday From: 06:00 To: 19:00 / Tuesday From: 06:00 To: 19:00 / Wednesday From: 06:00 To: 19:00 / Thursday From: 06:00 To: 19:00 / Friday From: 06:00 To: 19:00,,
51095,Montessori School of Baton Rouge,12663 Perkins Rd,Baton Rouge,EAST BATON ROUGE,2257669942,29,Type II ,Open,16 M To 7 Y,Monday From: 07:30 To: 17:30 / Tuesday From: 07:30 To: 17:30 / Wednesday From: 07:30 To: 17:30 / Thursday From: 07:30 To: 17:30 / Friday From: 07:30 To: 17:30,Molly Williams,Maria Quiroga
51097,Little Jewels and Gems Learning Academy,5646 Brownfields Dr,Baton Rouge,EAST BATON ROUGE,2257744255,92,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:00 / Tuesday From: 06:00 To: 18:00 / Wednesday From: 06:00 To: 18:00 / Thursday From: 06:00 To: 18:00 / Friday From: 06:00 To: 18:00,Joan Oliver - McDonald,
51098,Bright Horizons at Tulane University,127 Elk Place,New Orleans,ORLEANS,5049887479,226,Type III ,Open,6 W To 5 Y,Monday From: 07:30 To: 17:30 / Tuesday From: 07:30 To: 17:30 / Wednesday From: 07:30 To: 17:30 / Thursday From: 07:30 To: 17:30 / Friday From: 07:30 To: 17:30,Ashley Natt,Laura StAmant
51099,Little People Place Early Development Center,915 Dartez Dr,New Iberia,IBERIA,3373677034,56,Type III ,Open,6 W To 16 Y,Monday From: 06:30 To: 17:30 / Tuesday From: 06:30 To: 17:30 / Wednesday From: 06:30 To: 17:30 / Thursday From: 06:30 To: 17:30 / Friday From: 06:30 To: 17:30,Mary Boutte; Sarah Howell,Christianna Broussard
51100,Benton Preschool and Childcare II,185 Burt Blvd Ste D,Benton,BOSSIER,3189650907,41,Type II ,Open,2 Y To 12 Y,Monday From: 06:30 To: 18:00 / Tuesday From: 06:30 To: 18:00 / Wednesday From: 06:30 To: 18:00 / Thursday From: 06:30 To: 18:00 / Friday From: 06:30 To: 18:00,Carla Crow,Kaylie Chavez
51129,Southfield School,1100 Southfield Rd,Shreveport,CADDO,3188685375,72,Type II ,Open,2 Y To 6 Y,Monday From: 08:00 To: 17:30 / Tuesday From: 08:00 To: 17:30 / Wednesday From: 08:00 To: 17:30 / Thursday From: 08:00 To: 17:30 / Friday From: 08:00 To: 17:30,Lacie Kennedy,Abbra Hale
51134,Angels by Angels Christian Early Learning,5212 Glen Oaks Dr,Baton Rouge,EAST BATON ROUGE,2252505840,29,Type III ,Open,6 W To 5 Y,Monday From: 06:00 To: 17:30 / Tuesday From: 06:00 To: 17:30 / Wednesday From: 06:00 To: 17:30 / Thursday From: 06:00 To: 17:30 / Friday From: 06:00 To: 17:30,Angela Hilliard,
51135,Green Apple Academy,2701 Manhattan Blvd.,Harvey,JEFFERSON,5043046331,111,Type III ,Open,6 W To 16 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Lameer Hamed; Worood Hamed,
51140,Shiloh Gardens,1629 Simon Bolivar Ave,New Orleans,ORLEANS,5043096621,104,Type III ,Open,6 W To 13 Y,Monday From: 06:30 To: 17:00 / Tuesday From: 06:30 To: 17:00 / Wednesday From: 06:30 To: 17:00 / Thursday From: 06:30 To: 17:00 / Friday From: 06:30 To: 17:00,Pamela Marshall,Tranekka Randle
51144,Little Feathers Childcare and Preschool,303 Oak Dr,Rayville,RICHLAND,3187281076,92,Type III ,Open,0 W To 14 Y,Monday From: 06:00 To: 19:00 / Tuesday From: 06:00 To: 19:00 / Wednesday From: 06:00 To: 19:00 / Thursday From: 06:00 To: 19:00 / Friday From: 06:00 To: 19:00,Marilyn Peacock,Nicole Johnson
51149,A-mazing Kidz ELC LLC,308 Martin Luther King Jr. St,Independence,TANGIPAHOA,9856062300,49,Type III ,Open,6 W To 15 Y,Monday From: 07:00 To: 17:00 / Tuesday From: 07:00 To: 17:00 / Wednesday From: 07:00 To: 17:00 / Thursday From: 07:00 To: 17:00 / Friday From: 07:00 To: 17:00,Rochelle Washington,Tamera Banks
51153,Danielle Varnado,4511 Paris Ave,New Orleans,ORLEANS,5049759730,6,Family Home ,Open,6 W To 12 Y,Monday From: 06:30 To: 18:30 / Tuesday From: 06:30 To: 18:30 / Wednesday From: 06:30 To: 18:30 / Thursday From: 06:30 To: 18:30 / Friday From: 06:30 To: 18:30 / Saturday From: 07:00 To: 15:00 / Sunday From: 07:00 To: 15:00,,
51156,ABC Children's Learning Academy #2,1804 Dallas Dr,Baton Rouge,EAST BATON ROUGE,2259276169,45,Type III ,Open,6 W To 12 Y,Monday From: 06:00 To: 18:30 / Tuesday From: 06:00 To: 18:30 / Wednesday From: 06:00 To: 18:30 / Thursday From: 06:00 To: 18:30 / Friday From: 06:00 To: 18:30,Deonquel Riley,
