Type,License #,Name,Address,City,Zip,Phone,Email,Ages Served,Total Capacity,Capacity Under 3,Expiration Date,Legal Operator (LO),Address (LO),City (LO),Zip (LO)
Child Care Center,DCCC.70163,BRIGHT BEGINNINGS CHILD CARE CENTER TOO,1537 KING ST,ENFIELD,06082-5803,860-741-7361,melissatetro@yahoo.com,6 weeks-12 years,82,42,2/28/26,TETRO CORP.,1537 KING ST,ENFIELD,06082-5803
Child Care Center,DCCC.70165,KIDZ CHILD CARE CENTER,1007 ECHO LAKE RD,WATERTOWN,06795-1639,860-274-0000,lorettapace90@gmail.com,6 weeks-12 years,44,24,3/31/26,KIDZ CHILD CARE CENTER LLC,169 CALLENDER RD,WATERTOWN,06795-1627
Child Care Center,DCCC.70170,ECC HOLLAND HILL B/A SCHOOL PROGRAM,105 MEADOWCROFT RD,FAIRFIELD,06824-4056,203-923-3333,georget@eastoncc.com,5 years-11 years,100,0,5/31/26,EASTERN COMMUNITY CENTER INC.,105 MEADOWCROFT RD,FAIRFIELD,06824-4056
Child Care Center,DCCC.70171,BRIGHTPATH - WEST HARTFORD,5 FENNWAY,WEST HARTFORD,06119-1857,860-519-0383,Dmonfredo@brightpathkids.com,6 weeks-12 years,194,120,5/31/26,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
Child Care Center,DCCC.70178,CREATE LEARNING CENTER,463 DANBURY RD,WILTON,06897-2126,203-762-6161,hello@createlearningcenter.com,12 months-12 years,89,24,8/31/26,CREATE LEARNING CENTER LLP,463 DANBURY RD,WILTON,06897-2126
Child Care Center,DCCC.70179,PUMPKIN PATCH CHILDCARE & EARLY EDUCATION CENTER,310 GROVE BEACH RD N,WESTBROOK,06498-1609,860-669-0579,ppatchwestbrook@gmail.com,6 weeks-12 years,80,38,8/31/26,PUMPKIN PATCH CHILDCARE & EARLY EDUCATION CENTER LLC,310 GROVE BEACH RD N,WESTBROOK,06498-1609
Child Care Center,DCCC.70180,LITTLE LEARNERS AT THREE RIVERS,294 WASHINGTON ST,NORWICH,06360-2919,860-383-4963,nefecteau@gmail.com,6 weeks-12 years,41,24,8/31/26,CREATING OPPORTUNITY FOR YOUTH LLC,18 OAKWOOD RD,NIANTIC,06357-2023
Child Care Center,DCCC.70183,MERIDEN YMCA LITTLE HOUNDS PRESCHOOL AT HANOVER,208 MAIN ST,MERIDEN,06451-5149,(203) 235-6359 x13,cvillafane@meridenymca.org,3 years-8 years,28,0,8/31/26,MERIDEN YMCA  INC.,110 W MAIN ST,MERIDEN,06451-4142
Child Care Center,DCCC.70184,WHITNEYVILLE INNOVATIVE LEARNING CENTER,1825 WHITNEY AVE,HAMDEN,06517-1406,475-241-5796,whitneyvilleinnovative@aol.com,3 years-5 years,30,0,8/31/26,WHITNEYVILLE INNOVATIVE LEARNING CENTER LLC,60 CONNOLLY PKWY BLDG 18,HAMDEN,06514-2519
Child Care Center,DCCC.70187,ELLE EM IN OH PRE,1944 BOSTON AVE,BRIDGEPORT,06610-2602,203-333-9740,elleeminohpre@gmail.com,6 weeks-10 years,57,21,8/31/26,ELLE EM IN OH PRE LLC,1944 BOSTON AVE,BRIDGEPORT,06610-2602
Child Care Center,DCCC.70188,YMCA PINE GROVE SACD PROGRAM,151 SCOVILLE RD,AVON,06001-3017,860-653-5524,amanda.fox@ghymca.org,5 years-12 years,40,0,8/31/26,YMCA OF METROPOLITAN HARTFORD INC,50 STATE HOUSE SQ,HARTFORD,06103-3902
Child Care Center,DCCC.70190,PHYLLIS BODEL CHILDCARE CTR AT YALE SCH OF MEDICINE SOUTH,100 CHURCH ST S,NEW HAVEN,06519-1703,203-737-1436,kyle.miller@yale.edu,6 weeks-12 years,62,40,8/31/26,PHYLLIS BODEL CHILDCARE CTR YALE SCHOOL OF MEDICINE,367 CEDAR ST,NEW HAVEN,06510-3222
Child Care Center,DCCC.70191,PLAINVILLE EARLY LEARNING CENTER,130 W MAIN ST,PLAINVILLE,06062-1945,860-747-3321,dfusco.pelc@gmail.com,12 months-12 years,122,23,8/31/26,PLAINVILLE EARLY LEARNING CENTER INC.,130 W MAIN ST,PLAINVILLE,06062-1945
Child Care Center,DCCC.70193,THE WORLD OF IMAGINATIONS III,603 HAZARD AVE,ENFIELD,06082-4245,860-265-3548,theworldofimaginations@yahoo.com,6 weeks-12 years,150,56,9/30/26,THE WORLD OF IMAGINATIONS III LLC,603 HAZARD AVE,ENFIELD,06082-4245
Child Care Center,DCCC.70196,ERFC BEFORE SCHOOL -AGE CARE CENTER @ EDGAR PARKMAN SCHOOL,165 WEYMOUTH RD,ENFIELD,06082-6218,860-253-9935,erfclicense@erfc.us,7 years-12 years,40,0,9/30/26,EDUCATIONAL RESOURCES FOR CHILDREN INC.,50 POST OFFICE RD,ENFIELD,06082-5626
Child Care Center,DCCC.70197,ST. LUKE GRINS AND GIGGLES PRESCHOOL,1830 ROUTE 12,GALES FERRY,06335-1123,860-464-7897,NQNRUP1926@GMAIL.COM,3 years-5 years,16,0,9/30/26,ST. LUKE LUTHERAN CHURCH,1830 ROUTE 12,GALES FERRY,06335-1123
Child Care Center,DCCC.70198,GREENWICH CHRISTIAN PRESCHOOL,10 INDIAN ROCK LN,GREENWICH,06830-4054,203-869-8199,gcpsdirector@gmail.com,18 months-5 years,64,20,9/30/26,GREENWICH BAPTIST CHURCH,10 INDIAN ROCK LN,GREENWICH,06830-4054
Child Care Center,DCCC.70199,GREENWICH CHRISTIAN PRESCHOOL SCHOOLHOUSE,10 INDIAN ROCK LN,GREENWICH,06830-4054,203-869-8199,gcpsdirector@gmail.com,3 years-5 years,16,0,9/30/26,GREENWICH BAPTIST CHURCH,10 INDIAN ROCK LN,GREENWICH,06830-4054
Child Care Center,DCCC.70201,LITTLE LEARNERS EARLY LEARNING CENTER,451 MERIDEN RD,WATERBURY,06705-2248,203-805-4265,LittleLearners203@gmail.com,6 weeks-12 years,46,16,9/30/26,NEW HORIZON KIDS LLC,451 MERIDEN RD,WATERBURY,06705-2204
Child Care Center,DCCC.70202,KIDDIE TECH UNIVERSITY,1120 BOSTON POST RD,WEST HAVEN,06516-2222,203-691-6020,lisadchatman@yahoo.com,3 years-12 years,51,0,9/30/26,KIDDIE TECH UNIVERSITY LLC,1120 BOSTON POST RD,WEST HAVEN,06516-2222
Child Care Center,DCCC.70205,CLC LATHON WIDER,137 HENRY ST,STAMFORD,06902-5801,203-323-5944,annawitkowski@clcstamford.org,3 years-5 years,60,0,9/30/26,CLC OF FAIRFIELD COUNTY INC.,64 PALMERS HILL RD,STAMFORD,06902-2113
Child Care Center,DCCC.70208,MURCO ACTIVITIES PROGRAM,19 HORTON ST,STAMFORD,06902-6216,203-609-9027,abis@roscco.org,5 years-12 years,120,0,10/31/26,ROSCCO STAMFORD SCHOOL COMM ORGANIZATION INC,82 SCOFIELDTOWN RD,STAMFORD,06903-4020
Child Care Center,DCCC.70209,THE GODDARD SCHOOL - WILTON,385 DANBURY RD,WILTON,06897-2511,203-408-0865,wiltonct@goddardschools.com,6 weeks-12 years,132,52,10/31/26,BIG DREAMS LLC,282 NEPAS RD,FAIRFIELD,06825-2332
Child Care Center,DCCC.70213,TUTOR TIME CHILDCARE LEARNING CENTER - SHELTON,708 BRIDGEPORT AVE,SHELTON,06484-4734,203-926-1126,6663@tutortime.com,6 weeks-12 years,146,64,12/31/26,CHILDTIME CHILDCARE INC,21333 HAGGERTY RD STE 300,NOVI,48375-5537
Child Care Center,DCCC.70219,BRIGHTPATH - EAST HAMPTON,140 E HIGH ST,EAST HAMPTON,06424-1544,860-365-5587,dhundley@brightpathkids.com,6 weeks-12 years,269,88,1/31/27,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
Child Care Center,DCCC.70220,NEW BEGINNINGS EARLY LEARNING CENTER,211 LAUREL ST,HARTFORD,06105-3448,860-263-8727,djmb24@hotmail.com,6 weeks-12 years,85,32,1/31/27,NEW BEGINNINGS EARLY LEARNING CENTER LLC,70 FOREST ST,HARTFORD,06105-3204
Child Care Center,DCCC.70221,TUTOR TIME CHILDCARE LEARNING CENTERS - MILFORD,470 BRIDGEPORT AVE,MILFORD,06460-4106,203-876-1555,6661@tutortime.com,6 weeks-12 years,165,76,1/31/27,CHILDTIME CHILDCARE INC.,21333 HAGGERTY RD STE 300,NOVI,48375-5537
Child Care Center,DCCC.70222,BUNNY VILLAGE CHILD DEVELOPMENT CENTER,510 CORNWALL AVE,CHESHIRE,06410-2602,203-272-3090,janna.peruta@bunnyvillage.com,6 weeks-12 years,42,31,2/28/27,BUNNY VILLAGE CHILD DEVELOPMENT CENTER LLC,510 CORNWALL AVE,CHESHIRE,06410-2602
Child Care Center,DCCC.70223,BUILDING BLOCKS LEARNING CENTER - WALLINGFORD,911 N FARMS RD,WALLINGFORD,06492-1856,203-269-2266,office@mybblc.com,6 weeks-10 years,98,48,2/28/27,TCR MANAGEMENT INC.,911 NORTH FARMS ROAD,WALLINGFORD,06492
Child Care Center,DCCC.70224,THE OWL'S NEST DAY SCHOOL - POMFRET,189 POMFRET ST,POMFRET CENTER,06259-1818,860-928-0410,Theowlsnestdayschool@yahoo.com,6 weeks-12 years,39,23,3/31/27,THE OWL'S NEST DAY SCHOOL INC,189 POMFRET STREET,POMFRET,06259
Child Care Center,DCCC.70225,CENTRO RENACER DAY CARE & LEARNING,672 CONGRESS AVE APT 11,NEW HAVEN,06519-1266,203-691-6819,centroderenacer@yahoo.com,3 months-13 years,22,22,3/31/27,CENTRO RENACER DAY CARE & LEARNING LLC,672 CONGRESS AVE APT 11,NEW HAVEN,06519-1266
Child Care Center,DCCC.70226,BRIGHTPATH - BERLIN,9 HIGH RD,BERLIN,06037-1233,860-357-2024,berlinct@brightpathkids.com,6 weeks-12 years,165,80,3/31/27,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
Child Care Center,DCCC.70229,BUILDING BLOCKS EARLY LEARNING CENTER - HIGH RIDGE RD,816 HIGH RIDGE RD,STAMFORD,06905-1903,203-569-5077,Kwehmhoff@blockslearning.com,6 weeks-12 years,152,88,3/31/27,BUILDING BLOCKS EARLY LEARNING CENTER LLC,816 HIGH RIDGE RD,STAMFORD,06905-1903
Child Care Center,DCCC.70231,STRONG START EARLY CARE AND EDUCATION,56 QUARRY RD,TRUMBULL,06611-4874,203-816-6884,Daisy@astrongstart.com,6 weeks-5 years,208,128,4/30/27,STRONG START EARLY LEARNING CENTER LLC,56 QUARRY RD,TRUMBULL,06611-4874
Child Care Center,DCCC.70232,TUTOR TIME CHILD CARE LEARNING CENTERS - NORWALK,466 MAIN AVE,NORWALK,06851-1037,203-846-6046,courtney.croteau@tutortime.com,6 weeks-12 years,128,68,5/31/27,CHILDTIME CHILDCARE INC.,21333 HAGGERTY RD STE 300,NOVI,48375-5537
Child Care Center,DCCC.70234,STAR CUBS CHILD DEVELOPMENT CENTER,169 MAIN ST,MERIDEN,06451-5120,203-204-3838,lana@starcubscdc.com,6 weeks-12 years,80,32,6/30/27,SUNSET CHILD CARE LLC,169 MAIN ST,MERIDEN,06451-5120
Child Care Center,DCCC.70238,NAUGATUCK YMCA SCHOOL'S OUT-WESTERN SCHOOL,100 PINE ST,NAUGATUCK,06770-3700,203-729-9622,sbeck@naugatuckymca.org,5 years-12 years,48,0,6/30/27,YOUNG MEN'S CHRISTIAN ASSOCIATION OF NAUGATUCK,284 CHURCH ST,NAUGATUCK,06770-4122
Child Care Center,DCCC.70241,OUR LITTLE FOLKS CORNER,129 STRATTON BROOK RD,SIMSBURY,06070-2440,860-658-2033,littlefolkscornerllc@gmail.com,6 weeks-12 years,56,35,7/31/27,OUR LITTLE FOLKS CORNER LLC,129 STRATTON BROOK RD,SIMSBURY,06070-2440
Child Care Center,DCCC.70243,A PLACE LIKE HOME,2810 LONG RIDGE RD,STAMFORD,06903-1122,203-890-9497,info@aplacelikehomect.com,6 weeks-6 years,90,48,7/31/27,A PLACE LIKE HOME LLC,637 NEWFIELD AVE,STAMFORD,06905-3304
Child Care Center,DCCC.70245,LITTLE FARMERS CHILD CARE CENTER,2 ANTHONY ROAD,TOLLAND,06084-4033,860-817-0933,littlefarmers@sharonfamilyfarm.com,3 years-12 years,48,0,7/31/27,LITTLE FARMERS CHILD CARE CENTER LLC,2 ANTHONY RD,TOLLAND,06084-4033
Child Care Center,DCCC.70247,TEAM SHELTON SCHOOL READINESS-GROVE ST,54 GROVE ST,SHELTON,06484-4106,203-734-8609,jpeterson@teaminc.org,3 years-5 years,19,0,7/31/27,TEAM INC,30 ELIZABETH STREET,DERBY,06418
Child Care Center,DCCC.70248,UNITED DAY SCHOOL BEF/AFT AT PROSPECT ELEMENTARY,75 NEW HAVEN RD,PROSPECT,06712-1627,203-729-9006,uniteddayschool@yahoo.com,3 years-12 years,150,0,8/31/27,UNITED DAY SCHOOL INC.,PO BOX 53,BEACON FALLS,06403-0053
Child Care Center,DCCC.70249,EDUCARE LEARNING ACADEMY,1911 STATE ST,HAMDEN,06517-3819,203-553-7926,educarect@outlook.com,6 weeks-5 years,33,24,8/31/27,LITTLE PEOPLE CHILD DEVELOPMENT CENTER LLC,1911 STATE ST,HAMDEN,06517-3819
Child Care Center,DCCC.70250,MERIDEN YMCA @ JOHN BARRY,124 COLUMBIA ST,MERIDEN,06451-3171,203-514-9755,sfusco@nbbymca.org,5 years-11 years,134,0,8/31/27,MERIDEN-NEW BRITAIN-BERLIN YMCA INC.,50 HIGH ST,NEW BRITAIN,06051-2206
Child Care Center,DCCC.70253,MIDSTATE CHRISTIAN ACADEMY PRESCHOOL,139 CHARLES ST,MERIDEN,06450-5938,203-237-0302,info@midstatechristian.com,3 years-6 years,22,0,8/31/27,SMITH RUSSELL,139 CHARLES ST,MERIDEN,06450-5938
Child Care Center,DCCC.70256,NAUGATUCK YMCA,140 ANDREW AVE,NAUGATUCK,06770-4303,203-729-9622,sbeck@naugatuckymca.org,5 years-12 years,72,0,8/31/27,YOUNG MEN'S CHRISTIAN ASSOCIATION OF NAUGATUCK,284 CHURCH ST,NAUGATUCK,06770-4122
Child Care Center,DCCC.70257,TEAM - SLOCUM CENTER,25 RUMFORD ST,WATERBURY,06704-3219,203-757-8888,jpeterson@teaminc.org,6 weeks-5 years,232,80,8/31/27,TEAM INC,30 ELIZABETH STREET,DERBY,06418
Child Care Center,DCCC.70258,FARMINGTON MONTESSORI CHILDREN'S ROOM,315 PLAINVILLE AVE,UNIONVILLE,06085-1417,860-404-5202,tinasha_amunugama@yahoo.com,12 months-6 years,26,8,9/30/27,BLASIAN LLC,33 COLTON ST,WINDSOR,06095-3428
Child Care Center,DCCC.70261,DARIEN NATURE CENTER,120 BROOKSIDE RD,DARIEN,06820-2801,203-655-7459,ursula@dariennaturecenter.org,2 years-6 years,32,30,9/30/27,DARIEN NATURE CENTER INC.,120 BROOKSIDE RD,DARIEN,06820-2801
Child Care Center,DCCC.70262,YMCA CHILD CARE @ NOAH WEBSTER,5 CONE ST,HARTFORD,06105-2502,860-882-2517,rebecca.scheuer@ghymca.org,3 years-12 years,96,0,9/30/27,YMCA OF METROPOLITAN HARTFORD INC.,241 Trumbull Street,Hartford,06103
Child Care Center,DCCC.70265,YMCA CHILDCARE @ BETANCES EARLY READING LAB,42 CHARTER OAK AVE,HARTFORD,06106-1909,860-695-2846,rebecca.scheuer@ghymca.org,3 years-12 years,38,0,9/30/27,YMCA OF METROPOLITAN HARTFORD INC.,241 Trumbull Street,Hartford,06103
Child Care Center,DCCC.70266,THE LEARNING EXPERIENCE - CROMWELL,181 SHUNPIKE RD,CROMWELL,06416-1143,860-316-2766,cromwell@tlechildcare.com,6 weeks-13 years,148,88,9/30/27,AD LEARNING GROUP LLC,181 SHUNPIKE RD,CROMWELL,06416-1143
Child Care Center,DCCC.70268,FUN LUVIN CHILDCARE & PRESCHOOL,362R MIDDLE TPKE W,MANCHESTER,06040-3824,860-730-2534,funluvin@funluvindaycare.com,6 weeks-10 years,36,21,10/31/27,FERNANDEZ YUDYSSA,38 FLORENCE STREET,MANCHESTER,06040
Child Care Center,DCCC.70269,THE FIRST ACADEMY,1151 BLUE HILLS AVE,BLOOMFIELD,06002-2721,860-206-1907,thefirstacademy2016@gmail.com,6 weeks-12 years,102,40,10/31/27,THE FIRST BAPTIST CHURCH OF HARTFORD INC.,1151 BLUE HILLS AVE,BLOOMFIELD,06002-2721
Child Care Center,DCCC.70271,LITTLE PEOPLE'S PLAY PLACE TOO! NORWICH,92 SALEM TPKE,NORWICH,06360-6496,860-425-0777,jildaley@yahoo.com,6 weeks-12 years,42,24,11/30/27,LITTLE PEOPLE'S PLAY PLACE TOO! LLC,2 JAMIES WAY,OAKDALE,06370-1088
Child Care Center,DCCC.70272,BRIGHTPATH - STORRS,28 WILBUR CROSS WAY,STORRS,06268-2272,860-477-1244,Echan@brightpathkids.com,6 weeks-12 years,187,96,11/30/27,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
Child Care Center,DCCC.70274,LITCHFIELD COUNTY LEARNING CENTER,283 LITCHFIELD RD,HARWINTON,06791-2235,860-485-1564,info@litchfieldcountylearningcenter.com,6 weeks-12 years,97,44,12/31/27,LITCHFIELD COUNTY LEARNING CENTER LLC,60 WESTLEIGH DR,HARWINTON,06791-1106
Child Care Center,DCCC.70275,PRECIOUS MEMORIES EARLY CHILDHOOD LEARNING CENTER IV,2181 MAIN ST,BRIDGEPORT,06606-5378,203-870-4879,adeleon@pmelc.org,3 years-16 years,65,0,12/31/27,PRECIOUS MEMORIES CHILDCARE CENTER LLC,1332 NORTH AVE,BRIDGEPORT,06604-2672
Child Care Center,DCCC.70276,THE GLOBAL CHILD - NORWICH,55 OTROBANDO AVE,NORWICH,06360-2218,860-889-3528,vbrown@globalchildschool.com,6 weeks-5 years,64,30,12/31/27,THE GLOBAL CHILD LLC,55 OTROBANDO AVE,NORWICH,06360-2218
Child Care Center,DCCC.70278,BRIGHT BEGINNINGS EARLY CHILDHOOD PROGRAM - FAIRFIELD,356 BLACK ROCK TPKE,FAIRFIELD,06825-5509,203-870-8300,bbfairfield@bbecp.com,6 weeks-12 years,172,104,12/31/27,BRIGHT BEGINNINGS EARLY CHILDHOOD PROGRAM INC.,430 HIGH RIDGE RD,STAMFORD,06905-3020
Child Care Center,DCCC.70280,BRIGHTPATH - MADISON,563 DURHAM RD,MADISON,06443-2061,860-580-7925,kwelch@brightpathkids.com,6 weeks-12 years,90,48,12/31/27,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
Child Care Center,DCCC.70281,CADENCE ACADEMY PRESCHOOL,115 BARLOW MOUNTAIN RD,RIDGEFIELD,06877-1902,203-438-3737,Ridgefield@cadence-academy.com,6 weeks-12 years,160,70,1/31/28,CADENCE EDUCATION LLC,8800 N GAINEY CENTER DR STE 300,SCOTTSDALE,85258-2165
Child Care Center,DCCC.70282,CHARLES B. TISDALE EARLY LEARNING CENTER,1795 STRATFORD AVE,BRIDGEPORT,06607-1519,203-366-8241,bperry@alliancect.org,3 years-5 years,140,0,1/31/28,ALLIANCE FOR COMMUNITY EMPOWERMENT INC.,1070 PARK AVENUE,BRIDGEPORT,06604
Child Care Center,DCCC.70283,WESTPORT WESTON FAMILY YMCA SCHOOL AGE PROGRAM,14 ALLEN RAYMOND LN,WESTPORT,06880-1918,203-226-8981,kgiglio@westporty.org,5 years-12 years,60,0,1/31/28,WESTPORT/WESTON FAMILY YMCA FOUNDATION INC,14 ALLEN RAYMOND LN,WESTPORT,06880-1918
Child Care Center,DCCC.70285,SCHOOLMATES,253 BUSHY HILL RD,DEEP RIVER,06417-1522,860-767-2345,schoolmatespreschool@gmail.com,3 years-5 years,42,0,2/29/28,SCHOOLMATES LLC,PO BOX 286,IVORYTON,06442-0286
Child Care Center,DCCC.70287,NORTH HAVEN CHILD DEVELOPMENT CENTER,20 PECK ST,NORTH HAVEN,06473-2350,203-234-2334,nhcdcenter@gmail.com,6 weeks-8 years,36,22,3/31/28,NORTH HAVEN CHILD DEVELOPMENT CENTER LLC,20 PECK ST,NORTH HAVEN,06473-2350
Child Care Center,DCCC.70290,CARROT PATCH - SHORELINE,2 MAPLE AVE,CLINTON,06413-1610,860-664-0622,carrotpatchshoreline@gmail.com,6 weeks-10 years,47,21,4/30/28,THE CARROT PATCH LLC,235 JOHNSON RD,HAMDEN,06518-1816
Child Care Center,DCCC.70291,BUSY BEES LEARNING CENTER,841 ROUTE 32 SUITE 12,NORTH FRANKLIN,06254-1132,860-642-8064,chovey16@aol.com,6 weeks-12 years,67,43,4/30/28,BUSY BEES LEARNING CENTER LLC,297 CHEWINK RD,CHAPLIN,06235-2711
Child Care Center,DCCC.70297,CREATIVE STARTS LEARNING CENTER - CALIFORNIA STREET,61 CALIFORNIA ST,STRATFORD,06615-5706,203-690-1595,creativestarts@hotmail.com,6 weeks-12 years,44,24,4/30/28,CALIFORNIA STREET LEARNING CENTER LLC,61 CALIFORNIA ST,STRATFORD,06615-5706
Child Care Center,DCCC.70298,NURTURING KIDS CHILD CARE CENTER,129 E MAIN ST,JEWETT CITY,06351-2112,860-376-1377,hmlm1234@gmail.com,6 weeks-12 years,16,8,4/30/28,NURTURING KIDS CHILD CARE CENTER LLC,129 E MAIN ST,JEWETT CITY,06351-2112
Child Care Center,DCCC.70300,CLC LOCKWOOD,93 LOCKWOOD AVE,STAMFORD,06902-4201,203-653-1580,sarahmcmackin@clcstamford.org,3 years-5 years,80,0,5/31/28,CLC OF FAIRFIELD COUNTY INC.,64 PALMERS HILL RD,STAMFORD,06902-2113
Child Care Center,DCCC.70302,PUTNAM PRESCHOOL AND CHILDCARE,176 PROVIDENCE PIKE,PUTNAM,06260-2528,860-963-2587,putnampreschool@yahoo.com,6 weeks-8 years,35,19,6/30/28,THE LITTLE RED SCHOOLHOUSE LLC,PO BOX 45,PUTNAM,06260-0045
Child Care Center,DCCC.70304,THE EARLY LANGUAGE AND LITERACY INITIATIVE (ELLI),1073 N BENSON RD,FAIRFIELD,06824-5171,203-254-4028,caitlin@steppingstonesmuseum.org,6 weeks-5 years,41,21,7/31/28,STEPPING STONES MUSEUM FOR CHILDREN INC.,303 WEST AVE,NORWALK,06850-4002
Child Care Center,DCCC.70306,GROWING SEEDS CHILD DEVELOPMENT CENTER BEN FRANKLIN,165 FLAX HILL RD,NORWALK,06854-2837,475-208-6300,growingseeds@sbcglobal.net,12 months-5 years,65,16,8/31/28,GROWING SEEDS CHILD DEVELOPMENT CENTER LLC,165 FLAX HILL RD,NORWALK,06854-2837
Child Care Center,DCCC.70307,BRIGHTPATH - WINDSOR 1045 DAY HILL,1045 DAY HILL RD,WINDSOR,06095-1782,860-359-3735,TTomlinson@brightpathkids.com,6 weeks-12 years,154,92,8/31/28,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
Child Care Center,DCCC.70311,SPARK - LITTLE LEARNERS,202 WATER ST,NAUGATUCK,06770-2843,203-892-2797,susieg63@sbcglobal.net,6 weeks-6 years,43,24,8/31/28,SPARK LLC,143 SPENCER ST,NAUGATUCK,06770-4526
Child Care Center,DCCC.70312,WILLOW TREE MONTESSORI,171 AMITY RD,BETHANY,06524-3435,203-393-3100,wtmontessori@wtm.earth,12 months-6 years,39,12,8/31/28,WILLOW TREE MONTESSORI LLC,119 RICE LANE EXT,BEACON FALLS,06403-1290
Child Care Center,DCCC.70314,WOODRUFF FAMILY YMCA PUMPKIN DELIGHT,24 ART ST,MILFORD,06460-4317,203-878-6501,smarklinsky@cccymca.org,5 years-12 years,73,0,8/31/28,CENTRAL CONNECTICUT COAST YMCA INC.,631 ORANGE AVE,MILFORD,06461-2158
Child Care Center,DCCC.70315,WOODRUFF FAMILY YMCA JOHN F. KENNEDY,404 WEST AVE,MILFORD,06461-3011,203-878-6501,smarklinsky@cccymca.org,5 years-12 years,75,0,8/31/28,CENTRAL CONNECTICUT COAST YMCA INC.,631 ORANGE AVE,MILFORD,06461-2158
Child Care Center,DCCC.70317,BERLIN YMCA AT HUBBARD BEFORE/AFTER CARE,139 GROVE ST,EAST BERLIN,06023-1005,860-357-6211,sfusco@nbbymca.org,6 weeks-12 years,92,8,8/31/28,MERIDEN-NEW BRITAIN-BERLIN YMCA INC.,50 HIGH ST,NEW BRITAIN,06051-2206
Child Care Center,DCCC.70318,BERLIN YMCA AT WILLARD BEFORE/AFTER CARE,1088 NORTON RD,BERLIN,06037-3020,860-357-6211,sfusco@nbbymca.org,5 years-11 years,50,0,8/31/28,MERIDEN-NEW BRITAIN-BERLIN YMCA INC.,50 HIGH ST,NEW BRITAIN,06051-2206
Child Care Center,DCCC.70319,BERLIN YMCA AT GRISWOLD BEFORE/AFTER CARE,133 HEATHER LN,BERLIN,06037-2056,860-357-6211,sfusco@nbbymca.org,5 years-12 years,99,0,8/31/28,MERIDEN-NEW BRITAIN-BERLIN YMCA INC.,50 HIGH ST,NEW BRITAIN,06051-2206
Child Care Center,DCCC.70321,THE GODDARD SCHOOL - MONROE,288 MONROE TPKE,MONROE,06468-2229,203-544-2110,monroect@goddardschools.com,6 weeks-12 years,170,74,9/30/28,MONROE LEARNING LLC,288 MONROE TPKE,MONROE,06468-2229
Child Care Center,DCCC.70323,SOUND BEACH DAY SCHOOL,535 FAIRFIELD AVE,STAMFORD,06902-7544,203-569-7546,Leamelillo.sbds@gmail.com,2 years-5 years,78,17,9/30/28,SOUND BEACH DAY SCHOOL LLC,535 FAIRFIELD AVE,STAMFORD,06902-7544
Child Care Center,DCCC.70326,KID'S CLUB LEARNING CENTER,91 CHURCH ST,SEYMOUR,06483-2611,203-888-1547,Kidsclubseymour@gmail.com,3 years-12 years,32,0,9/30/28,KIDS CLUB LEARNING CENTER. LLC,183 BENHAM HILL RD,WEST HAVEN,06516-6546
Child Care Center,DCCC.70328,MERIDEN-NEW BRITAIN-BERLIN YMCA,111 HART ST,NEW BRITAIN,06052-1707,860-505-0904,sames@nbbymca.org,6 weeks-5 years,40,24,9/30/28,MERIDEN-NEW BRITAIN-BERLIN YMCA INC.,50 HIGH ST,NEW BRITAIN,06051-2206
Child Care Center,DCCC.70330,SWADDLEJOY NIGHT AND DAY CARE,1184 BURNSIDE AVE,EAST HARTFORD,06108-1598,860-206-0334,contact@swaddlejoy.com,6 weeks-5 years,65,48,10/31/28,SWADDLEJOY NIGHT AND DAY CARE LLC,80 COUNTRY LN APT 12,VERNON ROCKVILLE,06066-2864
Child Care Center,DCCC.70335,BRIGHTPATH - PARK ROAD,389 PARK RD,WEST HARTFORD,06119-1966,860-856-9936,nwalsh@educationalplaycare.com,6 weeks-12 years,111,76,11/30/28,EDUCATIONAL PLAY CARE LTD,555 DAY HILL RD,WINDSOR,06095-1795
Child Care Center,DCCC.70337,DOLPHIN DAYS LEARNING CENTER,9 OZICK DR,DURHAM,06422-1022,860-349-2335,jvarao@yahoo.com,6 weeks-12 years,145,55,11/30/28,VARAO INC,5 GRIFFIN ST,SIMSBURY,06070-2113
Child Care Center,DCCC.70339,KIDDIE ACADEMY OF ROCKY HILL,158 NEW BRITAIN AVE,ROCKY HILL,06067-1133,860-436-5307,natalia.doran@kiddieacademy.net,6 weeks-12 years,156,56,12/31/28,TOMORROW'S PROMISE LLC,5 SKYLINE DR,EAST HAMPTON,06424-1483
Child Care Center,DCCC.70341,MY LITTLE RASCALS TOO,1850 WEST ST,SOUTHINGTON,06489-1029,860-426-9933,mylittlerascals32@yahoo.com,6 weeks-9 years,79,46,12/31/28,MY LITTLE RASCALS TOO LLC,1850 WEST ST,SOUTHINGTON,06489-1029
