Facility Number,Facility Name,Facility Type,Better Beginnings,Address,County,Director,Owner,Phone,Email Address,Website Address,Total Allowed Capacity,Voucher Participant,CACFP Facility,ABC Facility
31309,Christian Scholars Learning Academy,Child Care Center,Level 2,"8508 Kanis Rd Ste A, Little Rock, AR, 72204-2320",Pulaski,Meredith Cole,Christian Scholars Learning Academy,(501) 812-3911,christianscholarsla@gmail.com,www.christianscholarsla.com,85,TRUE,FALSE,FALSE
31291,MOMMY'S DAYCARE IN-HOME,Licensed Child Care Family Home,Level 2,"325 NORTH FISHER, JONESBORO, AR, 72401",Craighead,,Melinda Young,(870) 444-6097,melindawashington49@gmail.com,,16,TRUE,TRUE,FALSE
31288,LEGACY LEARNING CENTER,Child Care Center,Level 2,"2012 Martin St, Conway, AR, 72034",Faulkner,Brandy Hansberry,"Berry Hill, LLC",(501) 295-7311,brandy@legacylearningconway.org,,71,TRUE,TRUE,FALSE
31249,Hand In Hand Learning Center LLC,Child Care Center,Level 2,"206 N PITTMAN ST, PRAIRIE GROVE, AR, 72753",Washington,Marci Reynolds,Hand In Hand Learning Center LLC,(479) 846-0200,stacyestewart1976@gmail.com,,43,TRUE,TRUE,FALSE
31241,JFUMC Christian Childcare Center,Child Care Center,Level 2,"220 West Main Street, Jacksonville, AR, 72076",Pulaski,Jamie Thornton,First United Methodist Church,(501) 333-4353,jfumc.ccc@gmail.com,,58,FALSE,TRUE,FALSE
31233,Legacy Academy,Child Care Center,Level 2,"124 Darter, Lockesburg, AR, 71846-9563",Sevier,Leslie McCleskey,The Legacy Center,(870) 642-8937,academy@legacymail.org,,252,TRUE,TRUE,FALSE
31224,"The Growing Tree Academy, Inc.",Child Care Center,Level 2,"800 East North Street, Magnolia, AR, 71753",Columbia,Ashleigh Bridges,"The Growing Tree Academy, Inc.",(870) 234-4634,sandy.m.sumner@gmail.com,8705621769,55,TRUE,TRUE,FALSE
31187,Central Arkansas Montessori,Child Care Center,Level 2,"900 Mission Road, North Little Rock, AR, 72118",Pulaski,Connie Gardner,"Central Arkansas Montessori, Inc.",(501) 352-6712,centralarmontessori@gmail.com,camnlr.com,85,TRUE,FALSE,FALSE
31173,Tweety's Lil Academy,Child Care Center,Level 2,"8923 Sunset Lane, Little Rock, AR, 72209",Pulaski,Anne Hester,Gwenevere Plunkett / Tweety's Lil Academy,(501) 562-7191,tweetyslilacademy@gmail.com,,87,TRUE,TRUE,FALSE
31146,Courtney's Castle,Child Care Center,Level 2,"223 East Short 10th Street, Texarkana, AR, 71854",Miller,Bennie Lewis,Mary Sandefur,(870) 779-9961,msandefur20@gmail.com,,126,TRUE,TRUE,FALSE
31141,"CREATIVE MINDS CHILDCARE,LLC",Child Care Center,Level 2,"304 East Bond Ave, West Memphis, AR, 72301",Crittenden,Sharon Jeter,Sharon Jeter,(870) 551-4013,creminds304@gmail.com,,33,TRUE,TRUE,FALSE
31071,Early Steps Child Development Center III,Child Care Center,Level 2,"2204 Parkway Dr, North Little Rock, AR, 72118-3718",Pulaski,Veonda Jordan,Murphy Jamerson,(501) 771-1616,escdc4@yahoo.com,,44,TRUE,TRUE,FALSE
31070,Park Magnet School Pre-K,Child Care Center,Level 2,"617 Main St, Hot Springs, AR, 71913-4948",Garland,Marissa Burton,Hot Springs School District,(501) 623-5661,burtonm@hssd.net,,20,FALSE,FALSE,FALSE
31057,Bright Beginnings Learning Center,Child Care Center,Level 2,"1510 California Ave SW, Camden, AR, 71701",Ouachita,Gretchen McMillon,Bright Beginnings Learning Center,(870) 665-9582,bblc18@yahoo.com,,77,TRUE,TRUE,FALSE
31051,Casa Castillo,Child Care Center,Level 2,"148 Seba Rd, Centerton, AR, 72719-7301",Benton,Guadalupe Linares,Casa Castillo LLC,(479) 224-2425,jenny@casacastillonwa.com,,70,TRUE,FALSE,FALSE
31046,DEVELOPING LEADERS DAYCARE AND AFTERCARE LLC,Child Care Center,Level 2,"220 NORTH 6TH STREET, SUITE B, WEST MEMPHIS, AR, 72301",Crittenden,STEPHANIE PHELIX,ANTONIO HARRIS,(870) 394-4268,stephaniephelix@ymail.com,,50,TRUE,TRUE,FALSE
30976,TINY TOTS EARLY LEARNING,Child Care Center,Level 2,"1300 PACE ROAD, POCAHONTAS, AR, 72455",Randolph,Chris McMullin,TOSHA MCMULLIN,(870) 378-4447,mcmullin4@suddenlink.net,,41,TRUE,TRUE,FALSE
30932,NEXT GENERATION BILINGUAL LEARNING CENTER,Child Care Center,Level 2,"2220 GRANT AVENUE, SUITE D, JONESBORO, AR, 72401",Craighead,Rosa Roj'as,ROSA NAYELI ROJAS,(870) 802-2048,jonesborongblc@gmail.com,,73,TRUE,FALSE,FALSE
30877,Peek-A-Boo Childcare,Licensed Child Care Family Home,Level 2,"850 Shoffner Ln, Elkins, AR, 72727-3234",Washington,,Teresa Graves,(479) 871-9146,therustypearl1@yahoo.com,,16,TRUE,TRUE,FALSE
30872,ETHEL'S EDUCATIONAL EXPRESS CDC LLC,Child Care Center,Level 2,"213 N Bailey Blvd, Jacksonville, AR, 72076-4404",Pulaski,ETHEL KNIGHT,Ethel KNIGHT,(501) 457-7030,cdc@ethelseducationalexpress.com,www.ethelseducationalexpress.com,60,TRUE,TRUE,FALSE
30868,B. B 'S Day Care,Licensed Child Care Family Home,Level 2,"4185 N Washington, Forrest City, AR, 72335",St. Francis,Barbara Bobo,BARBARA BOBO,(870) 633-0498,bbsdaycare28@gmail.com,,16,TRUE,TRUE,FALSE
30853,Gossett's Tiny Tots,Licensed Child Care Family Home,Level 2,"235 Wood Street North East, Camden, AR, 71701",Ouachita,,Cynthia Gossett,(870) 837-1163,cynthiagossett62@gmail.com,,10,TRUE,TRUE,FALSE
30837,Kiddie Academy,Child Care Center,Level 2,"610 Wellington Hills Rd, Little Rock, AR, 72211-2296",Pulaski,Abbey Oluwa,Apple of Gods Eye Inc,(501) 588-3014,littlerock@kiddieacademy.net,,216,TRUE,TRUE,FALSE
30822,Mrs. Wendi's Little Tots,Licensed Child Care Family Home,Level 2,"3108 NE 12th St, Bentonville, AR, 72712-3717",Benton,,Wendi Linden,(479) 856-1380,lindens_lady@hotmail.com,,10,TRUE,TRUE,FALSE
30816,Milestones Learning Academy,Child Care Center,Level 2,"1001 TOWSON AVE, FORT SMITH, AR, 72901",Sebastian,Amy Sanger,Amy Sanger,(479) 414-3273,amy@milestonesla.com,,90,TRUE,FALSE,FALSE
30783,"Kiddie Kingdom Learning Center, LLC",Child Care Center,Level 2,"3131 Airport Rd Suite A, Pearcy, AR, 71964-9470",Garland,Charlette Mason,"Kiddie Kingdom Learning Center, LLC",(501) 463-9000,kiddiekingdom@cablelynx.com,,169,TRUE,TRUE,FALSE
30730,SUNSHINE HOUSE DAYCARE INC.,Child Care Center,Level 2,"1400 Reeves Ave, Mena, AR, 71953-3531",Polk,Skylar Morgan,Michelle Yahn,(479) 394-4293,michelle.yahn@sbcglobal.net,,70,TRUE,TRUE,FALSE
30699,Posh Tot Learning Academy,Child Care Center,Level 2,"2000 SE 14TH ST, Bentonville, AR, 72712-6901",Benton,Abby Kelley,POSH NORTH INC,(479) 268-6609,dmnorthington@gmail.com,,60,TRUE,FALSE,FALSE
30692,Millwood Academy,Child Care Center,Level 2,"3450 W PLEASANT GROVE RD, ROGERS, AR, 72758",Benton,Kristle Berry,Millwood Christian Church Disciples Of Christ,(479) 621-0021,k.berry@millwoodchurch.com,,67,TRUE,TRUE,FALSE
30654,Parkside Playschool,Child Care Center,Level 2,"2460 N Old Wire Rd, Fayetteville, AR, 72703-3732",Washington,Brigitte Seigel,Parkside Playschool Inc,(479) 717-7020,parksideplayschool@gmail.com,www.parksideplayschool.com,89,TRUE,FALSE,FALSE
30649,Cornerstone Children's Center,Child Care Center,Level 2,"711 Rockport Street, Rockport/Malvern, AR, 72104",Hot Spring,Sara Hughes,Sara Hughes,(501) 467-0599,sarahughes2434@gmail.com,,52,TRUE,FALSE,FALSE
30638,Infiniti Child Care,Child Care Center,Level 2,"305 SE 22nd St, Bentonville, AR, 72712-3030",Benton,Corey Farrell,Club Infiniti LLC,(479) 418-3116,info@clubinfiniti.org,,151,TRUE,FALSE,FALSE
30632,Casa Castillo,Child Care Center,Level 2,"3906 E CENTRAL AVE, BENTONVILLE, AR, 72712",Benton,Jenny Castillo,Casa Castillo LLC,(479) 250-9098,jenny@casacastillonwa.com,,115,TRUE,FALSE,FALSE
30631,Small Wonders Academy,Child Care Center,Level 2,"1920 S Broadway St, Little Rock, AR, 72206-1352",Pulaski,LaQuisha Lindsey,La Quisha Lindsey,(501) 420-1684,laquisha.lindsey@yahoo.com,,75,TRUE,TRUE,FALSE
30623,Trinity Prep Day School,Child Care Center,Level 2,"56 W Main St, Farmington, AR, 72730-2936",Washington,Ariel Birdsong,"Trinity Prep Day School, LLC",(479) 300-6067,trinityprepdayschool@gmail.com,www.TrinityPrepDaySchool.com,53,TRUE,TRUE,FALSE
30605,Evelyn D. Johnson Child Enrichment Center,Child Care Center,Level 2,"1410 West Daisy L Gatson Bates, Little Rock, AR, 72202",Pulaski,Micaela (sha') Pride,Arkansas Quality Therapy CO,(501) 313-5339,hello@edjchildenrichmentcenter.com,,87,TRUE,TRUE,FALSE
30590,Teeny Tiny Preschool,Child Care Center,Level 2,"10 S Willow Ave, Fayetteville, AR, 72701-4329",Washington,Brittany Baker,Candice Sisemore,(479) 530-3682,candicebookworm@gmail.com,,52,TRUE,FALSE,FALSE
30568,Building A Better World Child Development Center,Child Care Center,Level 2,"1701 North Mississippi Street, Little Rock, AR, 72207",Pulaski,Angela Key,Building A Better World CDC,(501) 349-5310,keyangela38@yahoo.com,,73,TRUE,TRUE,FALSE
30542,The Children's Center,Child Care Center,Level 2,"11501 Mabelvale West, LITTLE ROCK, AR, 72209",Pulaski,Carolyn Robinson,Lisa Jenkins,(501) 455-2690,childrens-center@sbcglobal.net,,153,TRUE,TRUE,FALSE
30508,Dee's Childcare,Child Care Center,Level 2,"224 East Runnels, Mineral Springs, AR, 71851",Howard,Dana Greenlee,Dees Family Home,(870) 287-4292,danagreenlee855@yahoo.com,,33,TRUE,TRUE,FALSE
30506,LUVING MY KIDS LEARNING CENTER,Child Care Center,Level 2,"1220 STONE STREET, JONESBORO, AR, 72401",Craighead,Khalilah Parks,Khalilah Parks,(870) 995-0630,khalilahparks@yahoo.com,,25,TRUE,TRUE,FALSE
30494,Kingdom Kidds Childcare Center,Child Care Center,Level 2,"9900 Brockington Rd, Sherwood, AR, 72120-3415",Pulaski,Nia Harris,Kingdom Kidds Chilcare Center,(501) 834-5474,kingdomworks@sbcglobal.net,,81,TRUE,FALSE,FALSE
30488,Adventure Club at Osage Creek and Creekside,Out of School Time,Level 2,"3001 SW Featherston Rd, Bentonville, AR, 72713-9198",Benton,Wendy Forrest,BENTONVILLE SCHOOL DIST 6,(479) 286-9500,wforrest@bentonvillek12.org,,144,TRUE,FALSE,FALSE
30479,The Kids Studio,Child Care Center,Level 2,"5516 W WALSH LN, ROGERS, AR, 72758",Benton,Shawna Scott,CHILDRENS THERAPY SERVICES INC,(479) 268-6675,shawna.scott@thekidsstudio.com,,203,TRUE,FALSE,FALSE
30439,YMCA Summer Camp,Child Care Center,Level 2,"105 Village Road, Hot Springs, AR, 71913",Garland,Lisa Autry,Young Men's Christian Assocation,(501) 538-8190,lautry@hsymca.org,,255,TRUE,TRUE,FALSE
30426,The Goddard School,Child Care Center,Level 2,"3916 N Bellafont Blvd, Fayetteville, AR, 72703-4713",Washington,Omeshia Boyles,Northwest Arkansas Creative Schools LLC,(479) 262-0970,dfayettevillear@goddardschools.com,fayettevillear@goddardschools.com,143,TRUE,FALSE,FALSE
30419,Prism Education Center,Child Care Center,Level 2,"2875 E Joyce Blvd, Fayetteville, AR, 72703-4524",Washington,Lindsey Nichols,Prism Education Center,(479) 249-6113,lindsey.nichols@prismnorthamerica.org,,58,TRUE,TRUE,FALSE
30358,Kare A Lot Learning Academy,Child Care Center,Level 2,"6 Otter Creek Ct, Little Rock, AR, 72210-5780",Pulaski,Tiffani Lee,2 TLee Inc,(501) 712-4203,karealotlearningacademy@yahoo.com,,121,TRUE,TRUE,FALSE
30342,"Kids Korner Childcare & Pre-K, LLC",Child Care Center,Level 2,"1185 Hwy 133 N, Crossett, AR, 71635",Ashley,Cassa Bilbo,Kids Korner Child Care and Pre-L. LLC,(870) 364-8674,kidskornerchildcareandprek@gmail.com,,51,TRUE,TRUE,FALSE
30336,LITTLE RED SCHOOL HOUSE,Child Care Center,Level 2,"1121 W Johnson St, Nashville, AR, 71852-4326",Howard,MARY Jackson,Joyce Pinkston,(870) 845-9012,pinkston.enterprise@outlook.com,Little Red facebook,110,TRUE,FALSE,FALSE
30314,New Generation Child Development Center LLC,Child Care Center,Level 2,"1604 NE 1ST ST, England, AR, 72046",Lonoke,Sharin Robinson,New Generation Child Development Center LLC,(501) 295-6369,sharin.robinson@yahoo.com,,73,TRUE,TRUE,FALSE
30280,School Kids Connection Owl Creek,Out of School Time,Level 2,"375 N Rupple Rd, Fayetteville, AR, 72704-6110",Washington,Quinton Berry,"Fayetteville Youth Center, Inc",(479) 718-0200,skc@fayettevillekids.org,www.Fayettevillekids.org,63,TRUE,FALSE,FALSE
30279,School Kids Connection Holcomb,Out of School Time,Level 2,"2900 N SALEM RD, FAYETTEVILLE, AR, 72701",Washington,Madison Lawler,"Fayetteville Youth Center, Inc",(479) 527-3610,skc@fayettevillekids.org,www.Fayettevillekids.org,72,TRUE,FALSE,FALSE
30278,School Kids Connection Butterfield,Out of School Time,Level 2,"3050 OLD MISSOURI RD, FAYETTEVILLE, AR, 72701",Washington,Glenda Deffebaugh,"Fayetteville Youth Center, Inc",(479) 444-3081,skc@fayettevillekids.org,skc@fayettevillekids.org,72,TRUE,FALSE,FALSE
30260,"Ladders 4 Learning Child Care and Development Center, LLC",Child Care Center,Level 2,"821 Hwy 278 East, Monticello, AR, 71655",Drew,Caviha Leonard,Caviha Leonard,(870) 460-4740,ladders4learningcdc@gmail.com,,60,TRUE,TRUE,FALSE
30234,Geyer Springs ECC CARE Program,Child Care Center,Level 2,"5240 Mabelvale Pike, Mabelvale, AR, 72209",Pulaski,Andriea Crawford,Little Rock School Board,(501) 519-6936,andreia.crawford@lrsd.org,,46,TRUE,FALSE,FALSE
30199,Small Blessings Nurturing Childcare,Child Care Center,Level 2,"13001 Stacy Ln, Little Rock, AR, 72211-3238",Pulaski,LaTonya Shelton,Small Blessings Nuturing Childcare LLC,(501) 221-1102,latanyashelton@yahoo.com,,30,TRUE,TRUE,FALSE
30194,"SMART START ACADEMY, LLC",Child Care Center,Level 2,"3005 DAVE WARD DR, CONWAY, AR, 72034",Faulkner,Katrina Samuels,Rhonda Kuykendall,(501) 358-6696,director@smartstartar.com,,104,TRUE,TRUE,FALSE
30190,CAT CLUB BROOKLAND MIDDLE SCHOOL,Out of School Time,Level 2,"310 NORTH OAK, BROOKLAND, AR, 72417",Craighead,Shelley Chaplain,Brookland Public School,(870) 932-2080,schoolyearcatclubdirector@bpsbearcats.com,,557,TRUE,FALSE,FALSE
30185,Donald W. Reynolds School Kids Connection McNair,Out of School Time,Level 2,"3030 E MISSION BLVD, FAYETTEVILLE, AR, 72703",Washington,Karnisha Jones,"Fayetteville Youth Center, Inc",(479) 527-3660,skc@fayettevillekids.org,,56,TRUE,FALSE,FALSE
30150,Bright Beginnings Preschool,Licensed Child Care Family Home,Level 2,"198 CR 312, Berryville, AR, 72616-4769",Carroll,,Katelyn Hodge,(870) 480-6797,brightbeginningspreschool870@gmail.com,,16,TRUE,TRUE,FALSE
30143,Quality Child Care,Child Care Center,Level 2,"2927 E Justice Rd, Cabot, AR, 72023-9027",Lonoke,Kylie Parsons,"Quality Child Care, LLC",(501) 983-1500,kylie@qualitychildcareinc.com,,121,TRUE,FALSE,FALSE
30124,LOLLIPOP KIDS ACADEMY LLC,Child Care Center,Level 2,"501 US-64 E, Conway, AR, 72032-9492",Faulkner,Chelsea Havens,Lollipop Kids Academy LLC,(501) 932-6554,lollipopkidsacademyllc@yahoo.com,,62,TRUE,TRUE,FALSE
30120,Lil Hawks Children's Academy,Child Care Center,Level 2,"912 E Pickens Rd, Pea Ridge, AR, 72751-2102",Benton,Donna Chirnside,"KKD, Inc",(479) 451-0885,hayley@lilhawks.net,,66,TRUE,TRUE,FALSE
30097,Sunshine Montessori Infant-Toddler Center,Child Care Center,Level 2,"2124 W UNIVERSITY ST, SILOAM SPRINGS, AR, 72761",Benton,Shawn Lawrence-Reed,Sunshine Montessori Inc,(479) 373-1560,sunshine.montessori.inc@gmail.com,,25,TRUE,FALSE,FALSE
30095,TEACHER'S PET,Child Care Center,Level 2,"1801 Kierre Dr, North Little Rock, AR, 72116-3300",Pulaski,Stephanie Hughes,Ridgeview Learning LLC,(501) 758-3730,stephanie.hughes@teacherspetpreschool.com,,110,TRUE,FALSE,FALSE
30094,Teacher's Pet Infant Center,Child Care Center,Level 2,"908 West 35th Street, North Little Rock, AR, 72118",Pulaski,Stephanie Hughes,Ridgeview Learning LLC,(501) 758-0344,angela.todd@teacherspetpreschool.com,,31,TRUE,FALSE,FALSE
30029,Elite Learning Academy LLC,Child Care Center,Level 2,"2415 S 57th St, Fort Smith, AR, 72903-3814",Sebastian,Amanda Bohannon,Lotti Wheeler,(479) 646-5350,elitelearningacademy19@gmail.com,,90,TRUE,TRUE,FALSE
30015,"Happy Steps Christian Nursery & Preschool of Quality Child Care, LLC",Child Care Center,Level 2,"9408 GATE NINE CUTOFF, FORT SMITH, AR, 72916",Sebastian,Teresa Deer,"Quality Child Care, LLC",(479) 252-6543,happysteps12@yahoo.com,,132,TRUE,TRUE,FALSE
29975,Hope Academy and Preschool,Child Care Center,Level 2,"1700 SE MOBERLY LN, BENTONVILLE, AR, 72712",Benton,Jessica Nall,Hope Church of Northwest Arkansas,(479) 273-7404,hopeacademy@hopechurchnwa.com,,90,TRUE,TRUE,FALSE
29952,Cadence Academy Preschool,Child Care Center,Level 2,"3978 S CONCORD ST, ROGERS, AR, 72758",Benton,Kara Kruse,Cadence Education LLC,(479) 208-5055,rogers@cadence-academy.com,rogers@cadence-academy.com,226,TRUE,FALSE,FALSE
29938,INCREDIBLE KIDZ,Child Care Center,Level 2,"320 NORTH LOCUST STREET, NORTH LITTLE ROCK, AR, 72114",Pulaski,Lajessica Hall,SOHH,(501) 508-5452,incrediblekidz@yahoo.com,,60,TRUE,TRUE,FALSE
29919,Me Me's Learning Academy,Child Care Center,Level 2,"801 S Walnut St, Pine Bluff, AR, 71601-4952",Jefferson,Shauna Madden,Robert Carr,(870) 534-6363,shaunastm@gmail.com,,65,TRUE,TRUE,FALSE
29913,STEPPING STONES LEARNING CENTER,Child Care Center,Level 2,"210 E MAIN ST, KEISER, AR, 72351",Mississippi,Latisha Russell,"First Baptist Church, Keiser, Ar.",(870) 526-2033,steppingstones.11@yahoo.com,,120,TRUE,TRUE,FALSE
29912,"From Caterpillars to Butterflies, LLC",Child Care Center,Level 2,"90 SOUTHWINDS RD, FARMINGTON, AR, 72730",Washington,Shannon Gober,From Caterpillars to Butterflies LLC,(479) 267-8030,fctbcd@gmail.com,www.fctbcd.com,64,TRUE,TRUE,FALSE
29905,Granny's Babies Child Care Center,Child Care Center,Level 2,"1120 East 3rd Street, Hope, AR, 71801",Hempstead,Lamonica Jackson,Delois Muldrew,(870) 722-5247,grannysbabieschildcarecenter@yahoo.com,,68,TRUE,FALSE,FALSE
29837,SEARK Early Childhood Development Center,Child Care Center,Level 2,"2200 S Hazel St, Pine Bluff, AR, 71603-3926",Jefferson,Sarah Perry,Southeast Arkansas College,(870) 543-5989,sperry@seark.edu,,83,TRUE,TRUE,FALSE
29806,BATESVILLE MONTESSORI SCHOOL,Child Care Center,Level 2,"195 NORTH 11th STREET, BATESVILLE, AR, 72501",Independence,Monica St. John,BATESVILLE MONTESSORI SCHOOL INC.,(870) 262-8015,batesvillemontessori1977@gmail.com,,73,TRUE,FALSE,FALSE
29791,CENTRAL ELEMENTARY SCHOOL - FORREST CITY SCHOOLS,Child Care Center,Level 2,"801 DEADRICK RD, FORREST CITY, AR, 72335",St. Francis,Ennie Hardrick,FORREST CITY SCHOOL DISTRICT,(870) 633-2141,ennie.hardrick@fcsd.grsc.k12.ar.us,,80,TRUE,FALSE,TRUE
29744,TEACH AND TEND DAY CARE CENTER,Child Care Center,Level 2,"625 E Arkansas Ave, Forrest City, AR, 72335-2920",St. Francis,Carla Busby,Carla Busby,(870) 633-1232,teachandtend@gmail.com,,35,TRUE,TRUE,FALSE
29612,Good Shepherd Childcare & Preschool,Child Care Center,Level 2,"1021 E 2nd Ave, Pine Bluff, AR, 71601-4571",Jefferson,Amanda Glass,"There is Hope for the Children, Inc.",(870) 395-7028,glassgirls03@yahoo.com,,83,TRUE,FALSE,FALSE
29580,Baseline Bilingual School,Child Care Center,Level 2,"3516 BASELINE ROAD, LITTLE ROCK, AR, 72209",Pulaski,Ida Pettus,Ida Pettus,(501) 541-4222,kidsmartdirector@yahoo.com,,55,TRUE,TRUE,FALSE
29575,Baseline Bilingual School,Child Care Center,Level 2,"3425 BASELINE ROAD, LITTLE ROCK, AR, 72209",Pulaski,Ida Pettus,Ida Pettus,(501) 541-4222,kidsmartdirector@yahoo.com,,80,TRUE,TRUE,FALSE
29571,Kid's Academy,Child Care Center,Level 2,"2028 Evans Loop, Bryant, AR, 72022",Saline,Paula Watson,Kids Academy Inc.,(501) 847-7333,smaries78@msn.com,,361,TRUE,TRUE,FALSE
29541,Forest Heights Elementary Care,Child Care Center,Level 2,"5901 Evergreen Drive, Little Rock, AR, 72205",Pulaski,Andreia Crawford,Little Rock School Board,(501) 447-1880,andreia.crawford@lrsd.org,,89,TRUE,FALSE,FALSE
29528,Mustard Seed Children’s Academy,Child Care Center,Level 2,"1400 E Central Ave, Bentonville, AR, 72712-5514",Benton,Debbie Shepherd,Josephine Adesina,(479) 268-5121,info@mustardseedacademynwa.com,,144,TRUE,FALSE,FALSE
29509,KIDS WORLD CHILDCARE CENTER,Child Care Center,Level 2,"1050 Holiday Dr, Conway, AR, 72034-3692",Faulkner,Jamisa Nuness-Hogan,Jamisa Hogan,(501) 548-0038,kidsworldconway@gmail.com,,265,TRUE,TRUE,FALSE
29458,"PRINCETON PREP ACADEMY, LLP",Child Care Center,Level 2,"7917 US-271 S, Fort Smith, AR, 72908-8036",Sebastian,Ginger Sidler,Princeton Prep Academy LLP,(479) 434-2138,princetonprepacademy1@gmail.com,,50,TRUE,TRUE,FALSE
29457,Little Angels Playland Daycare,Child Care Center,Level 2,"1400 Dudley Street, Texarkana, AR, 71854",Miller,Kimberly Wilson,Sharon Smith,(870) 772-9717,weloveourangels@yahoo.com,,87,TRUE,TRUE,FALSE
29387,School Kids Connection Holt,Out of School Time,Level 2,"2365 N RUPPLE RD, FAYETTEVILLE, AR, 72704",Washington,Glenda Deffenbaugh,"Fayetteville Youth Center, Inc",(479) 527-3670,skc@fayettevillekids.org,,99,TRUE,FALSE,FALSE
29361,Cornerstone Childcare Center LLC,Child Care Center,Level 2,"1019 East North Street, Magnolia, AR, 71753",Columbia,Tonya Manning,Conerstone Childcare Center LLC,(870) 234-7442,cornerstonechildcarecenter@yahoo.com,,116,TRUE,FALSE,FALSE
29329,Good Shepherd,Child Care Center,Level 2,"203 E Trotter, Monticello, AR, 71655",Drew,Anany Chacon-Castillo,Greensport Association,(870) 460-0503,goodshepherd.monticello@gmail.com,plgreene@sbcglobal.net,71,TRUE,TRUE,FALSE
29225,Woodland Academy,Child Care Center,Level 2,"2701B W New Hope Rd STE B, Rogers, AR, 72758-1355",Benton,Cheryl Starek,Woodland Academy LLC,(479) 517-4150,woodlandacademy08@gmail.com,woodland-academy.net,98,TRUE,FALSE,FALSE
29215,Kiddie Einsteins LLC,Child Care Center,Level 2,"1602 Garland Ave, Texarkana, AR, 71854-4334",Miller,Lizzie Flenory,Lizzie Flenory,(870) 774-0601,kiddieeinsteins@gmail.com,kiddieeinsteins@facebook.com,38,TRUE,TRUE,FALSE
29171,Good Earth Learning Center,Child Care Center,Level 2,"504 Ernie Davis Road, Austin, AR, 72007",Lonoke,Angie Neel,Good Earth Learning Center LLC,(501) 732-0321,goodearthlearningcenter@gmail.com,,59,TRUE,FALSE,FALSE
