Provider Name,Permit Type,Permit Number,Operator,Facility Type,Street,City,State,Zip,County,Phone,ABC Level,Last ABC Inspection Date,Capacity,Head Start,First Steps,Breastfeeding Friendly,Sleep Safe
Christ Church Episcopal Preschool,License,17676,Claudia Barton Coleman,Child Care Center,10 N. Church Street,GREENVILLE,SC,29601,Greenville,(864)-233-7612,,,215,False,False,False,False
Christ Kids Academy,License,18142,Tamara Kristina Feathers,Child Care Center,341 Egypt Rd.,Mount Pleasant,SC,29464,Charleston,(843)-971-0779,,,183,False,False,False,False
Christal Rochelle Simmons,Registration,18060,Christal Simmons Rochelle,Family Child Care Home,223 Two Hitch Rd.,Goose Creek,SC,29445,Berkeley,(843)-532-4919,,,6,False,False,False,False
Christian Pathway/ Starting Steps School,Registration,788,April Drew Chappell,Child Care Center,101 Chapel Hill Road,LAMAR,SC,29069,Darlington,(843)-326-5850,,,74,False,False,False,False
Christocrats Academy of Science & Technology Inc,License,25659,Melissa E Jeffcoat,Child Care Center,815 W Rutledge Avenue,GAFFNEY,SC,29341,Cherokee,(864)-883-6763,,,106,False,False,False,False
Christy Agner Nettles,Registration,24921,Christy Nettles Agner,Family Child Care Home,101 Old Plank Road,JOHNSTON,SC,29832,Edgefield,(803)-334-9054,,,6,False,False,False,False
Chrysalis Center,Approval,18175,Ryan Giodanno Koon,Child Care Center,1430 South Cashua Drive,FLORENCE,SC,29501,Florence,(843)-673-0660,,,26,False,False,False,False
Cindy Patricia Irizarry,Registration,25131,Cindy Irizarry Patricia,Family Child Care Home,355 Beachgrass Lane,Summerville,SC,29486,Berkeley,(843)-310-9127,,,6,False,False,False,False
Clarissa Brydie,Registration,26207,"Clarissa Brydie ",Family Child Care Home,737 Cooper Road,PIEDMONT,SC,29673,Greenville,(864)-532-1104,,,6,False,False,False,False
Claudetta Hallman,Registration,9096,"Claudetta Hallman ",Family Child Care Home,775 Greentown Road,GEORGETOWN,SC,29440,Georgetown,(843)-527-8183,,,6,False,False,False,False
Clementine Lambright,Registration,26211,"Clementine Lambright ",Family Child Care Home,7731 Desmond Ave,NORTH CHARLESTON,SC,29418,Charleston,(843)-814-1052,,,6,False,False,False,False
"Clements Ferry KinderCare ",License,25157,Myisha Victoria Swinton,Child Care Center,2001 Clements Ferry Rd,CHARLESTON,SC,29492,Berkeley,(843)-971-7127,,,239,False,True,False,False
Clemson Creative Academy,License,25782,Ashley Faye Riddle,Child Care Center,111 Cadet Street,CLEMSON,SC,29631,Pickens,(864)-722-5293,,,124,False,False,False,False
"Clemson Montessori School, Inc",License,25966,Natalie McSharry,Child Care Center,207 Pendelton Road,CLEMSON,SC,29631,Pickens,(864)-654-4483,,,93,False,False,False,False
Clemson University Early Childhood Education Center,License,25109,Rebecca Skinner Bowie,Child Care Center,"330 Seneca Creek Road ",SENECA,SC,29678,Oconee,(864)-656-8899,,,270,False,False,False,False
Cleveland Academy 3k at the Franklin School,Approval,26212,Sumaiyah Abdul-Malik,Child Care Center,100 Franklin Street,SPARTANBURG,SC,29303,Spartanburg,(864)-450-7089,,,62,False,False,False,False
CLIC Kid City Bluffton,License,25719,Andrea Salva,Child Care Center,11 Mallett Way Suite 301-304,BLUFFTON,SC,29910,Beaufort,(843)-757-6650,,,109,False,False,False,False
Clover High School Early Childhood Program,Approval,723,Jane Jackson,Child Care Center,1625 Highway 55 East,CLOVER,SC,29710,York,(803)-810-8252,,,40,False,False,False,False
Coast 2 Coast Preschool,License,25734,Cherie Vance,Child Care Center,203 Holly Springs Road,LYMAN,SC,29365,Spartanburg,(864)-439-2255,,,60,False,False,False,False
Coastal Academy - Hanahan,License,25173,Naomi Montes,Child Care Center,1005 Tanner Ford Blvd.,HANAHAN,SC,29410,Berkeley,(843)-793-3576,,,212,False,False,False,False
Coastal Academy Moncks Corner,License,26239,Cierra Jamison,Child Care Center,135 Executive Park Way,MONCKS CORNER,SC,29461,Berkeley,(843)-899-0093,,,146,False,False,False,False
Coastal Academy of Otranto,License,25848,Bethany Buckner,Child Care Center,2102 Otranto Road,CHARLESTON,SC,29406,Charleston,(843)-592-3142,,,110,False,False,False,False
Coastal Blooms Learning Academy LLC,License,25868,Amber Ann Howard,Child Care Center,405 -B Jessen Lane,CHARLESTON,SC,29492,Berkeley,(843)-388-4072,,,50,False,False,False,False
Coastal Christian Academy,Registration,24859,Natalie Brooke Surface,Child Care Center,3891 Hwy 17 Bypass,MURRELLS INLET,SC,29576,Georgetown,(843)-651-1105,,,72,False,False,False,False
Coastal Christian Preparatory School,Registration,22535,Charles Arthur Stayer,Child Care Center,681 McCants Drive,MOUNT PLEASANT,SC,29464,Charleston,(843)-884-3663,,,232,False,False,False,False
Colleton Prep Academy,License,24502,Jill Burttram,Child Care Center,165 Academy Road,WALTERBORO,SC,29488,Colleton,(843)-538-8959,,,131,False,False,False,False
Connie Tyner,Registration,23680,"Connie Tyner ",Family Child Care Home,802 West Greene Street,CHERAW,SC,29520,Chesterfield,(843)-337-4861,,,6,False,False,False,False
Conway Christian School,Registration,847,Kimberly English,Child Care Center,1200 Medlen Parkway,CONWAY,SC,29526,Horry,(843)-365-2005,,,52,False,False,False,False
Coquette W Ross,Registration,23479,Coquette Ross W,Family Child Care Home,3042 Meadow Brook Drive,FLORENCE,SC,29501,Darlington,(843)-669-0702,,,6,False,False,False,False
Corenika Williams,Registration,25920,"Corenika Williams ",Family Child Care Home,105 Blackberry Lane,SALUDA,SC,29138,Saluda,(803)-307-1645,,,6,False,False,False,False
Corinth Christian Edu-Care,Registration,74,Wanda Blackwell,Child Care Center,190 Corinth Road,GAFFNEY,SC,29340,Cherokee,(864)-487-5515,,,98,False,False,False,False
Corner Kids Preschool,License,24866,Anndrena Michelle Denny,Child Care Center,127 W. Main Street Suite 3,Moncks Corner,SC,29461,Berkeley,(843)-899-3316,,,51,False,False,False,False
Cornerstone Christian School,License,23727,Amanda Putrel,Child Care Center,1542 Albert St,CAMDEN,SC,29020,Kershaw,(803)-432-8885,,,80,False,False,False,False
Country Day Academy,License,25245,Kristen Kimbley,Child Care Center,521 Orangeburg Rd,SUMMERVILLE,SC,29483,Dorchester,(854)-300-8900,,,117,False,False,False,False
Courtney Morrison,Registration,25628,"Courtney Morrison ",Family Child Care Home,805 Mauldin Rd. Apt. 2318,GREENVILLE,SC,29607,Greenville,(864)-201-5772,,,6,False,False,False,False
Covenant Christian Academy,Registration,25841,Tyler W McGatha,Child Care Center,1310 Old Spartanburg Road,GREER,SC,29650,Greenville,(864)-244-3162,,,461,False,False,False,False
Covenant Christian Academy,License,22787,Kelley Beak,Child Care Center,4521 Liberty Highway,ANDERSON,SC,29621,Anderson,(864)-226-7272,,,119,False,False,False,False
Cowpens Elementary Preschool,Approval,26234,Kimberly Goode,Child Care Center,341 Foster Street,COWPENS,SC,29330,Spartanburg,(864)-279-6300,,,40,False,False,False,False
Cradle to Crayons Child Care Center,License,16940,Desiree Grainger,Child Care Center,3900 Pine Needles Road,FLORENCE,SC,29501,Florence,(843)-661-6831,,,74,False,False,False,False
Creation Station CDM,License,25977,Rachel T. Joye,Child Care Center,282 Wall Street,BARNWELL,SC,29812,Barnwell,(803)-259-2700,,,174,False,False,False,False
Creative Beginnings Christian Child Development,License,22294,Olivia A Tener,Child Care Center,8023 Irmo Dr.,Columbia,SC,29212,Lexington,(803)-227-2072,,,98,False,False,False,False
Creative Beginnings Christian Child Development 2,License,23064,Rosemary Esquivel,Child Care Center,419 Columbia Avenue,LEXINGTON,SC,29072,Lexington,(803)-520-5820,,,190,False,False,False,False
Creative Kids,License,24306,"Amanda Michelle Cooper, Brittany Nicole Karnish",Child Care Center,1027 Broomsedge Dr.,CLOVER,SC,29710,York,(803)-831-8229,,,328,False,False,False,False
Creative Kidz Learning Academy,License,26139,Constance Jenise Thomas,Child Care Center,262 Litchfield St,BARNWELL,SC,29812,Barnwell,(803)-621-2054,,,63,False,False,False,False
Creative Nature Academy,License,26235,Tami Zigabarra,Child Care Center,1446 State Rd,SUMMERVILLE,SC,29486,Berkeley,(843)-460-8217,,,68,False,False,False,False
Creme de la Creme of I'on,License,26093,Kelly M Nordman,Child Care Center,250 Ponsbury Rd,MOUNT PLEASANT,SC,29464,Charleston,(843)-606-6620,,,279,False,False,False,False
Cross Early Childhood Center,License,18048,Susan Hackett,Child Care Center,495 Buckwalter Pkwy.,Bluffton,SC,29910,Beaufort,(843)-706-2000,,,451,False,False,False,False
Crowfield Childhood Service Center,License,14996,Heather Rae Mitchell,Child Care Center,200 Westview Blvd,GOOSE CREEK,SC,29445,Berkeley,(843)-569-0006,,,107,False,False,False,False
Crowfield Cubs Club,License,16064,Jackie Steffensen,Child Care Center,240 Westview Blvd,GOOSE CREEK,SC,29445,Berkeley,(843)-863-1803,,,80,False,False,False,False
Crowning Minds Learning Center,License,25929,Tyesha Mckeithan,Child Care Center,771 Dantzler ST,ORANGEBURG,SC,29115,Orangeburg,(803)-707-2394,,,56,False,False,False,False
Crystal Dawn Napoli,Registration,24476,Crystal Napoli Dawn,Family Child Care Home,202 Chafin Road,PIEDMONT,SC,29673,Anderson,(864)-202-5679,,,6,False,False,False,False
Crystal Grant,Registration,25961,"Crystal Grant ",Family Child Care Home,220 Bramblewoord Dr,SUMMERVILLE,SC,29485,Dorchester,(843)-695-9821,,,6,False,False,False,False
Crystal Langford,License,26220,"Crystal Langford ",Family Child Care Home,325 Copeland Circle,NORTH AUGUSTA,SC,29860,Edgefield,(803)-341-5413,,,5,False,False,False,False
Crystal Lynn Creel,Registration,25827,Crystal Creel Lynn,Family Child Care Home,121 Holley Street,WAGENER,SC,29164,Aiken,(803)-760-4013,,,6,False,False,False,False
Crystal Moore,License,23887,"Crystal Moore ",Family Child Care Home,207 Richland Street,CLOVER,SC,29710,York,(803)-620-5287,,,6,False,False,False,False
Crystal Shrader,Registration,26120,"Crystal Shrader ",Family Child Care Home,648 Freemont Drive,LANCASTER,SC,29720,Lancaster,(803)-246-1068,,,5,False,False,False,False
CTR of Fort Mill LLC DBA The Goddard School,License,25997,Kisa Alexander,Child Care Center,1028 Gold Hill Road,FORT MILL,SC,29708,York,(803)-802-2112,,,291,False,False,False,False
Curious Minds Day School,License,24984,Renee Herndon,Child Care Center,323 Academy Road,Saint George,SC,29477,Dorchester,(843)-563-3173,,,92,False,False,False,False
Cynthia D Griffin,Registration,10251,Cynthia Griffin D,Family Child Care Home,1039 Vance Road,VANCE,SC,29163,Orangeburg,(803)-492-9111,,,6,False,False,False,False
Cynthia E Walzer,Registration,24138,Cynthia Walzer E,Family Child Care Home,25 Marion Avenue,Sumter,SC,29150,Sumter,(803)-775-5452,,,5,False,False,False,False
Cynthia Lynn Ashenfelder,Registration,21811,Cynthia Ashenfelder Lynn,Family Child Care Home,3512-A Hopewell Road,ANDERSON,SC,29621,Anderson,(864)-231-8443,,,6,False,False,False,False
Cynthia Lynn Robinson,Registration,24327,Cynthia Robinson Lynn,Family Child Care Home,5004 King Dr,ANDERSON,SC,29621,Anderson,(864)-642-9342,,,6,False,False,False,False
Cynyetta Fore,Registration,25935,"Cynyetta Fore ",Family Child Care Home,1104 South Wood Road,MARION,SC,29571,Marion,(843)-687-8617,,,6,False,False,False,False
D4 Early Learning Center @ N. Charleston Elementary School,Approval,26091,Sykeithia Simmons,Child Care Center,4291 Durant Ave,NORTH CHARLESTON,SC,29405,Charleston,(843)-745-7170,,,68,False,False,False,False
D6 Early Learning Center,Approval,25548,Christine Gunter,Child Care Center,4120 N Blackstock Road,SPARTANBURG,SC,29301,Spartanburg,(864)-308-8602,,,255,False,False,False,False
Dana Burk-Casteel,Registration,26114,"Dana Burk-Casteel ",Family Child Care Home,"271 Shadybrook Drive ",SUMMERVILLE,SC,29486,Berkeley,(814)-937-6759,,,6,False,False,False,False
Danielle Robinson,Registration,26241,"Danielle Robinson , Danielle Robinson ",Family Child Care Home,"230 Pelham Rd,Apt 47",GREENVILLE,SC,29615,Greenville,(864)-631-2295,,,6,False,False,False,False
Darlene Bush,Registration,25284,"Darlene Bush ",Family Child Care Home,809 Wickham Lane,COLUMBIA,SC,29229,Richland,(803)-422-6099,,,5,False,False,False,False
Darlene Wilson,Registration,25892,"Darlene Wilson ",Family Child Care Home,401 West Hampton Avenue,SUMTER,SC,29150,Sumter,(803)-464-4730,,,5,False,False,False,False
Darylene H Gillie,Registration,6152,Darylene Gillie H,Family Child Care Home,5125 Mauldin Avenue,COLUMBIA,SC,29203,Richland,(803)-764-7777,,,6,False,False,False,False
Dawn Freeman,Registration,22459,"Dawn Freeman ",Family Child Care Home,1475 Andora Drive,ROCK HILL,SC,29732,York,(803)-324-7470,,,5,False,False,False,False
Daysha Dixon,Registration,26226,"Daysha Dixon , DAYSHA DIXON ",Family Child Care Home,164 HIdden Palms Blvd,SUMMERVILLE,SC,29485,Dorchester,(843)-727-9636,,,6,False,False,False,False
Debbie Aiken,Registration,26023,"Debbie Aiken ",Family Child Care Home,527 North Donar Drive,COLUMBIA,SC,29229,Richland,(839)-228-5851,,,5,False,False,False,False
Debbie Tutton,License,17584,"Debbie Tutton ",Group Child Care Home,1122 Pinewood Road,SUMTER,SC,29154,Sumter,(803)-481-5619,,,12,False,False,False,False
Debra L Hopfensperger,Registration,18058,Debra Hopfensperger L,Family Child Care Home,402 West Ashford Way,Irmo,SC,29063,Richland,(803)-407-0536,,,6,False,False,False,False
Debra Spain,Registration,25645,"Debra Spain ",Family Child Care Home,632A Boulevard Road,SUMTER,SC,29153,Sumter,(803)-651-0009,,,5,False,False,False,False
Debra Wylds King,Registration,8589,Debra King Wylds,Family Child Care Home,151 West Drive,SPARTANBURG,SC,29303,Spartanburg,(864)-599-7830,,,6,False,False,False,False
Delaphine Graham,Registration,9425,"Delaphine Graham ",Family Child Care Home,243 S Scurry Road,LAKE CITY,SC,29560,Florence,(843)-389-2493,,,6,False,False,False,False
Demetria Yancey,Registration,24421,"Demetria Yancey ",Family Child Care Home,326 Magnolia Circle,Hardeeville,SC,29927,Jasper,(843)-784-2101,,,6,False,False,False,False
Denise Holmes,Registration,25619,"Denise Holmes ",Family Child Care Home,200 Honey Hill Rd,ESTILL,SC,29918,Hampton,(803)-842-0414,,,6,False,False,False,False
Denise Meyer,Registration,25845,"Denise Meyer ",Family Child Care Home,1593 Fort Jackson Road,LUGOFF,SC,29078,Kershaw,(803)-420-0282,,,6,False,False,False,False
Denise Scott,Registration,23633,"Denise Scott ",Family Child Care Home,203 W. Market Street,TIMMONSVILLE,SC,29161,Florence,(843)-346-4524,,,6,False,False,False,False
Devona Gilliard,Registration,22478,"Devona Gilliard ",Family Child Care Home,8869 Gable Street,CHARLESTON,SC,29406,Charleston,(843)-509-9125,,,6,False,False,False,False
Dillon Christian Preschool and Child Care Center,Registration,902,Marie Wolfe,Child Care Center,1413 Commerce Drive,DILLON,SC,29536,Dillon,(843)-774-0890,,,156,False,False,False,False
Dillon Christian School,Registration,25543,Emily Stackhouse Leggett,Child Care Center,1325 Commerce Drive,DILLON,SC,29536,Dillon,(843)-841-1000,,,67,False,False,False,False
Dion Gaines,License,26116,"Dion Gaines ",Family Child Care Home,106 Blackfoot Rd,NINETY SIX,SC,29666,Greenwood,(864)-970-1001,,,5,False,False,False,False
Divine Home & Learning Center,License,25925,Theresa Martin,Child Care Center,305 Veterans Road,COLUMBIA,SC,29209,Richland,(803)-661-7175,,,46,False,False,False,False
Divine Redeemer Catholic School,Registration,18294,Margo Black,Child Care Center,1104 Fort Drive,HANAHAN,SC,29410,Berkeley,(843)-553-1521,,,60,False,True,False,False
"Dogwood Lane Children's Academy of Lake Wylie, LLC",License,25563,Deanna Nicole Bosse,Child Care Center,103 Hamiltons Ferry Road,CLOVER,SC,29710,York,(704)-282-0505,,,221,False,False,False,False
Donna Chmielewski,Registration,24148,"Donna Chmielewski ",Family Child Care Home,530 Harmony Glen Circle,ROCK HILL,SC,29730,York,(803)-417-5397,,,6,False,False,False,False
Donna Hawkins Henderson,Registration,9414,Donna Henderson Hawkins,Family Child Care Home,750 Buck Creek Road,CHESNEE,SC,29323,Spartanburg,(864)-461-9378,,,6,False,False,False,False
Donna Jean Wise,Registration,4649,Donna Wise Jean,Family Child Care Home,1840 Pine Plain Road,Swansea,SC,29160,Lexington,(803)-315-8899,,,6,False,False,False,False
Donna Michele Jordan,License,25905,Donna Jordan Michele,Family Child Care Home,406 Greywood Ln,GOOSE CREEK,SC,29445,Berkeley,(347)-446-0016,,,5,False,False,False,False
Donna Simmons,Registration,18423,"Donna Simmons ",Family Child Care Home,54 Vineyard Point Rd.,SAINT HELENA ISLAND,SC,29920,Beaufort,(843)-838-5447,,,6,False,False,False,False
Donna Spence,Registration,25622,"Donna Spence ",Family Child Care Home,131 Sudlow Ridge Road,NORTH AUGUSTA,SC,29841,Aiken,(803)-270-0111,,,6,False,False,False,False
Dora Guzman,Registration,24869,"Dora Guzman ",Family Child Care Home,505 Tyler Street,Columbia,SC,29205,Richland,(803)-256-7435,,,5,False,False,False,False
Dorchester Academy,License,24612,Sherry Collins,Child Care Center,234 Academy Road,SAINT GEORGE,SC,29477,Dorchester,(843)-563-9511,,,117,False,False,False,False
Doris Lee Ronk,Registration,24078,Doris Ronk Lee,Family Child Care Home,448 Tierra Drive,FLORENCE,SC,29505,Florence,(843)-662-7715,,,6,False,False,False,False
Dorothy Davidson,Registration,5093,"Dorothy Davidson ",Family Child Care Home,402 South Randolph Avenue,Landrum,SC,29356,Spartanburg,(864)-457-4728,,,6,False,False,False,False
Dowd's Child Care,License,14100,Andrea G Lucas,Child Care Center,2614 Preston Street,NEWBERRY,SC,29108,Newberry,(803)-276-1650,,,89,False,False,False,False
Drayton Hall Elem Afterschool,Approval,25669,Laura Strickland,Child Care Center,3183 Ashley River Road,CHARLESTON,SC,29414,Charleston,(843)-852-0678,,,120,False,False,False,False
Early Childhood Learning on Main,License,23623,Deserae Beard,Child Care Center,2036 Main Street,WARRENVILLE,SC,29851,Aiken,(803)-392-7027,,,110,False,True,False,False
