Certificate Number,Account Name,Type,Status,Certificate Effective Date,Certificate Expiration Date,Physical County,Physical Street,Physical City,Physical State/Province,Physical Zip/Postal Code,Phone,Capacity-Infants,Capacity-One-Year-Olds,School Aged,Capacity-Total Licensed,License Tier,Approved To,
CDC-16364,Maricopa County Human Services - Edison - Zero-Five Program,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,545 South Horne,Mesa,AZ,85203,602-372-3780,0,0,,25,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-19144,Maricopa County Human Services - EVIT Head Start,Child Care Center,Active,11/5/2021,10/31/2024,MARICOPA,"1601 West Main Street, Building 4",Mesa,AZ,85201,602-372-3755,0,0,,125,60+ licensed capacity,Full-Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-7866,Maricopa County Human Services - First Presbyterian Church Head Start,Child Care Center,Active,4/1/2024,3/31/2025,MARICOPA,161 North Mesa Drive,Mesa,AZ,85201,602-372-3780,0,0,,28,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-17071,Maricopa County Human Services - First United Methodist Church Head Start,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,15 East First Avenue,Mesa,AZ,85210,480-464-7075,0,16,,36,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-17066,Maricopa County Human Services - Frank Head Start,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,8409 South Avenida Del Yaqui,Guadalupe,AZ,85283,480-897-6202,0,0,,20,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-10936,Maricopa County Human Services - Gilbert Head Start,Child Care Center,Active,9/1/2021,8/31/2024,MARICOPA,44 North Oak Street,Gilbert,AZ,85233,480-464-7075,0,0,,25,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-10137,Maricopa County Human Services - Guadalupe Head Start,Child Care Center,Active,9/1/2023,8/31/2024,MARICOPA,9401 South Avenida Del Yaqui,Tempe,AZ,85283,6023729766,0,8,Licensed,33,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-3295,Maricopa County Human Services - Hamilton Head Start,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,130 North Hamilton Street #26,Chandler,AZ,85225,480-464-7075,0,0,,28,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-11765,Maricopa County Human Services - Hughes Head Start,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,630 North Hunt Drive,Mesa,AZ,85203,480-472-7481,0,0,,40,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-16402,Maricopa County Human Services - La Mesita Head Start,Child Care Center,Active,10/1/2021,9/30/2024,MARICOPA,2254 West Main Street,Mesa,AZ,85201,602-372-3782,0,16,,36,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-4791,Maricopa County Human Services - Lindbergh 1 & 2 Head Start,Child Care Center,Active,12/1/2023,11/30/2024,MARICOPA,930 South Lazona,Mesa,AZ,85204,602-372-3780,0,0,,40,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-4721,Maricopa County Human Services - Longfellow Head Start,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,345 South Hall,Mesa,AZ,85204,6023729766,0,0,,40,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-17463,Maricopa County Human Services - Lowell Head Start,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,920 East Broadway Road,Mesa,AZ,85204,480-464-7075,0,0,,20,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-12803,Maricopa County Human Services - North Tempe Head Start,Child Care Center,Active,9/1/2021,8/31/2024,MARICOPA,1555 North Bridalwreath Street,Tempe,AZ,85281,602-372-9766,0,8,,28,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-5314,Maricopa County Human Services - Paiute Head Start,Child Care Center,Active,10/1/2021,9/30/2024,MARICOPA,6535 East Osborn Road,Scottsdale,AZ,85251,602-372-3782,0,18,,34,11-59 licensed capacity,One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-4904,Maricopa County Human Services - Palm Lane Head Start,Child Care Center,Active,3/1/2024,2/28/2025,MARICOPA,660 South Palm Lane,Chandler,AZ,85225,602-372-9766,0,0,,25,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-16440,Maricopa County Human Services - Son Rise Commun,Child Care Center,Active,11/1/2021,10/31/2024,MARICOPA,800 West Galveston Street,Chandler,AZ,85225,408-372-3755,0,8,,45,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-1637,Maricopa County Human Services - Stevenson Head Start,Child Care Center,Active,12/1/2023,11/30/2024,MARICOPA,638 South 96th Street Rm H-6,Mesa,AZ,85208,602-372-3755,0,0,,26,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-4719,Maricopa County Human Services - Taft Elementary School,Child Care Center,Active,12/1/2023,11/30/2024,MARICOPA,9800 East Quarterline Road,Mesa,AZ,85207,602-372-3755,0,0,,20,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-9830,Maricopa County Human Services - Tempe Learning Center Early Head Start,Child Care Center,Active,2/1/2024,1/31/2025,MARICOPA,500 West Guadalupe Road,Tempe,AZ,85283,480-752-3560,0,16,,16,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-18742,Maricopa County Human Services - Valor On 8th,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,1001 East 8th Street,Tempe,AZ,85281,602-565-7431,0,0,,20,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-15929,Maricopa County Human Services - Webster Head Start,Child Care Center,Active,8/1/2024,7/31/2025,MARICOPA,202 North Sycamore,Mesa,AZ,85201,602-372-3782,0,0,,40,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
CDC-9571,Maricopa County Human Services - Westside Multi Generational Head Start,Child Care Center,Active,10/1/2023,9/30/2024,MARICOPA,715 West 5th Street Room 137,Tempe,AZ,85281,602-372-3782,0,8,,48,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-15552,Maricopa Head Start,Child Care Center,Active,9/1/2023,8/31/2024,PINAL,44931 West Edwards Drive,Maricopa,AZ,85139,5205682577,0,0,,20,11-59 licensed capacity,Part Day Care; 3/4/5-year-old Care,
SGH-18223,Mariita's Child Care,Child Care Group Home,Active,3/1/2024,2/28/2025,PIMA,526 West Calle Garcia,Tucson,AZ,85706,5208915248,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care; Evening/Nighttime Care,
SGH-19075,Mariposa Daycare Llc,Child Care Group Home,Active,3/7/2022,3/6/2025,MARICOPA,10004 West Calle Encorvada,Phoenix,AZ,85037,6233262020,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; School-Age Child Care,
SGH-16767,Marmion Child Care,Child Care Group Home,Active,10/1/2023,9/30/2024,PIMA,7017 South 6th Avenue,Tucson,AZ,85756,5202722296,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-10968,Mary's Little Lambs,Child Care Center,Active,11/1/2021,10/31/2024,NAVAJO,100 North Warren Avenue,Winslow,AZ,86047,9282892987,0,8,Licensed,45,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-14615,Maxwell Preschool Academy,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,1455 South Stapley Drive # 10,Mesa,AZ,85204,4809260894,11,21,Licensed,185,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17862,Maxwell Preschool Academy 5 L.L.C.,Child Care Center,Active,3/1/2024,2/28/2025,MARICOPA,1949 East Brown Road,Mesa,AZ,85203,4804640110,5,12,Licensed,138,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-3824,Mccormick Preschool,Child Care Center,Active,1/1/2022,12/31/2024,MARICOPA,6018 North Granite Reef Road,Scottsdale,AZ,85250,4809488566,10,10,Licensed,105,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-3306,MCQ Group Home,Child Care Group Home,Active,2/1/2024,1/31/2025,PIMA,2800 West Clearview Drive,Tucson,AZ,85745,5207437363,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
SGH-16902,Melinda's Child Care,Child Care Group Home,Active,7/1/2023,6/30/2024,MARICOPA,7720 West Pueblo Avenue,Phoenix,AZ,85043,6239363788,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
SGH-15632,Melissa's Family Daycare,Child Care Group Home,Active,11/1/2023,10/31/2024,NAVAJO,2124 Desert View Drive,Winslow,AZ,86047,9285877405,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
0020059CGHOP09107990,Mely's Child Care,Child Care Group Home,Active,8/8/2023,8/7/2024,Pima,8825 East Bluefield Street,Tucson,AZ,85710,520-822-8111,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9745,Mensendick Head Start,Child Care Center,Active,1/1/2024,12/31/2024,MARICOPA,5535 North 67th Avenue,Glendale,AZ,85301,623-258-2168,0,0,,20,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-1562,Mesa Community College Early Childhood Education Center,Child Care Center,Active,3/1/2022,2/28/2025,MARICOPA,1833 West Southern Avenue,Mesa,AZ,85202,4804617082,0,0,,76,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-8844,Miami Head Start,Child Care Center,Active,9/1/2021,8/31/2024,GILA,131 North Plaza Circle,Miami,AZ,85539,9284733640,0,9,,29,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-17762,"Mia Preschool & Childcare, L.L.C.",Child Care Center,Active,12/1/2023,11/30/2024,MARICOPA,2132 West Glendale Avenue,Phoenix,AZ,85021,6025968856,0,0,Licensed,29,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
0020070CGHOZ63668621,"Mi Casita Child Care,LLC",Child Care Group Home,Active,10/24/2023,10/23/2024,Pima,3665 West Fitzwater Court,Tucson,AZ,85746,5204401601,0,0,,10,1-10 licensed capacity,Infant Care; Two-year-old Care; 3/4/5-year-old Care,
0020035CGHUP81593198,Mi Casita Day Care/ Silvia Murrieta,Child Care Group Home,Active,3/22/2024,3/21/2025,Yuma,1019 N Ppep Dr,San Luis,AZ,85336,(928)366-9557,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-15117,Michael Anderson Head Start,Child Care Center,Active,9/1/2021,8/31/2024,MARICOPA,45 South 3rd Avenue,Avondale,AZ,85323,623-772-5166,0,0,,20,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care,
CDC-17298,Mi Escuelita Child Care,Child Care Center,Active,6/27/2022,6/30/2024,MARICOPA,2747 West Southern Avenue Ste 4,Tempe,AZ,85282,4806642525,11,8,Licensed,55,11-59 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17284,Milestone Learning Center,Child Care Center,Active,6/1/2024,5/31/2025,MARICOPA,1604 East University,Mesa,AZ,85203,4809695437,10,16,Licensed,99,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-18199,Milestones Preschool,Child Care Center,Active,3/1/2024,2/28/2025,YUMA,2600 West 24th Street,Yuma,AZ,85364,9287833426,0,0,Licensed,90,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-10886,Milestones Preschool & Charter School,Child Care Center,Active,4/1/2022,3/31/2025,MARICOPA,4707 East Desert Cactus Street,Phoenix,AZ,85032,6024041009,0,0,Licensed,212,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-15000,Mill Avenue Preschool,Child Care Center,Active,10/1/2021,9/30/2024,MARICOPA,4431 South Mill Avenue,Tempe,AZ,85282,4808393306,0,0,Licensed,117,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17793,Mind And Body Kids,Child Care Center,Active,1/1/2024,12/31/2024,MARICOPA,9510 North 75th Avenue,Peoria,AZ,85345,6238781539,0,0,Licensed,145,60+ licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020267CDCHA20213289,Mini Bears at West School,Child Care Center,Active,7/19/2024,7/18/2025,Pinal,818 West Coolidge Avenue,Coolidge,AZ,85128,5207232040,0,0,,140,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-13478,Mini Leaders LLC,Child Care Center,Active,10/1/2023,9/30/2024,PINAL,13354 South Sunland Gin Road,Arizona City,AZ,85223,5204948381,5,18,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-17636,Miramonte Day School,Child Care Center,Active,6/1/2022,5/31/2025,PIMA,2837 East 22nd Street,Tucson,AZ,85716,5204165888,13,9,Licensed,106,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-16582,Mi Refugio Child Care,Child Care Group Home,Active,4/30/2022,4/30/2025,PIMA,2852 East Paseo La Tierra Buena,Tucson,AZ,85706,5203004823,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-17664,Miro International Preschool,Child Care Center,Active,7/31/2022,7/31/2025,MARICOPA,11211 East Via Linda,Scottsdale,AZ,85259,4806305560,0,16,,165,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care,
CDC-16675,Mis Manos Montessori School,Child Care Center,Active,6/30/2022,6/30/2025,PIMA,100 West Magee Road,Tucson,AZ,85704,5204981700,0,36,Licensed,80,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020044CGHLO96094896,Miss Anjie's Family Daycare,Child Care Group Home,Active,6/9/2024,6/8/2025,Maricopa,1498 S 223rd Ln,Buckeye,AZ,85326,(623) 230-2071,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care,
CDC-19226,Mission Montessori Academy At St. Apkar,Child Care Center,Active,4/7/2022,3/31/2025,MARICOPA,8849 East Cholla Street,Scottsdale,AZ,85260,4806994950,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-10713,Mission Montessori On The Desert,Child Care Center,Active,1/1/2022,12/31/2024,MARICOPA,11050 North 96th Street,Scottsdale,AZ,85260,4806994950,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; School-Age Child Care,
CDC-11833,Mission Montessori On The Desert,Child Care Center,Active,12/1/2023,11/30/2024,MARICOPA,12990 East Shea Boulevard,Scottsdale,AZ,85259,4808604330,15,32,Licensed,136,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
0020088CGHNU05103535,"Miss Molly's Preschool, LLC",Child Care Group Home,Active,2/15/2024,2/14/2025,Maricopa,6426 North 85th Place,Scottsdale,AZ,85250,4806785538,0,0,,10,1-10 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
CDC-18289,Mohave Accelerated Learning Center,Child Care Center,Active,8/1/2024,7/31/2025,MOHAVE,635 Marina Blvd,Bullhead City,AZ,86442,9287049345,0,0,,28,11-59 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
0020269CDCKB83948240,Mohawk Valley School,Child Care Center,Active,7/22/2024,7/21/2025,Yuma,5151 South Avenue 39 East,Roll,AZ,85347,928-785-4942,0,0,,10,5-10 licensed capacity,Full-Day Care; 3/4/5-year-old Care,
0020042CGHLT34736572,Molina's Child Care,Child Care Group Home,Active,5/8/2024,5/7/2025,Pima,641 West Calle Castile,Tucson,AZ,85756,5204487956,0,0,Licensed,,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-19022,Mollys House Of Little Feet,Child Care Center,Active,8/1/2024,7/31/2025,PINAL,16540 North Porter Road,Maricopa,AZ,85138,5202624725,11,11,Licensed,69,60+ licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care; Weekend Care; Evening/Nighttime Care,
CDC-12762,Mona's Country Day School & Childcare,Child Care Center,Active,7/1/2024,6/30/2025,MARICOPA,4421 South Basha Road,Chandler,AZ,85248,4808959003,9,15,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
SGH-15543,Monica's Daycare,Child Care Group Home,Active,10/1/2023,9/30/2024,COCHISE,2514 6th St,Douglas,AZ,85607,5208050060,0,0,Licensed,10,1-10 licensed capacity,Full-Day Care; Part Day Care; Infant Care; One-year-old Care; School-Age Child Care; Evening/Nighttime Care,
CDC-15421,Montessori Academy,Child Care Center,Active,7/31/2022,7/31/2025,MARICOPA,6050 North Invergordon Road,Paradise Valley,AZ,85253,4809451121,0,22,Licensed,136,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-16462,Montessori Children's Centre,Child Care Center,Active,11/1/2021,10/31/2024,MARICOPA,2834 East Southern Avenue,Mesa,AZ,85204,4809268375,0,12,Licensed,182,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-9668,Montessori Children's Centre - North,Child Care Center,Active,11/1/2023,10/31/2024,MARICOPA,815 North Gilbert Road,Mesa,AZ,85203,4809641381,0,0,Licensed,125,60+ licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-0565,Montessori Children's House,Child Care Center,Active,12/21/2021,12/31/2024,MARICOPA,516 West Bethany Home Road,Phoenix,AZ,85013,6022640096,0,0,Licensed,39,11-59 licensed capacity,Full-Day Care; Part Day Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-19201,Montessori Cs Llc/Montessori Central School,Child Care Center,Active,2/8/2022,1/31/2025,MARICOPA,8625 North 19th Avenue,Phoenix,AZ,85022,6026784470,0,12,Licensed,103,60+ licensed capacity,Full-Day Care; Part Day Care; One-year-old Care; Two-year-old Care; 3/4/5-year-old Care; School-Age Child Care,
CDC-11797,Montessori Day Schools - Mountainside,Child Care Center,Active,12/1/2023,11/30/2024,MARICOPA,9215 North 14th Street,Phoenix,AZ,85020,6029437672,0,0,Licensed,59,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
0020033CDCXQ72928661,Montessori de Santa Cruz,Child Care Center,Active,9/1/2023,8/31/2024,Santa Cruz,2875 E Frontage Rd,Amado,AZ,85645,520-398-0536,0,0,Licensed,35,11-59 licensed capacity,Full-Day Care; Part Day Care; 3/4/5-year-old Care; School-Age Child Care,
